GENE	DIST
HNRNPR	150
ZNF436	126
ZNF436-AS1	132
TCEA3	70
ASAP3	10
E2F2	5
ID3	18
MDS2	9
RPL11	54
PITHD1	147
LYPLA2	158
GALE	170
HMGCL	192
MYOM3	87
IL22RA1	60
IFNLR1	16
GRHL3	76
STPG1	23
NIPAL3	27
RCAN3	116
NCMAP	82
SRRM1	10
CLIC4	63
RUNX3	74
SYF2	52
RSRP1	37
RHD	20
TMEM50A	53
RHCE	10
LDLRAP1	35
MAN1C1	5
MTFR1L	14
AUNIP	35
PAQR7	25
STMN1	13
PAFAH2	1
EXTL1	25
SLC30A2	10
TRIM63	31
PDIK1L	10
FAM110D	2
ZNF593	18
CNKSR1	22
CATSPER4	39
CEP85	51
SH3BGRL3	2
UBXN11	7
CD52	6
AIM1L	33
ZNF683	16
LIN28A	25
DHDDS	46
HMGN2	84
RPS6KA1	56
MIR1976	48
ARID1A	8
PIGV	7
ZDHHC18	17
SFN	20
GPN2	18
GPATCH3	24
NR0B2	38
NUDC	44
KDF1	38
TRNP1	9
FAM46B	13
SLC9A1	55
WDTC1	54
TMEM222	24
ACTG1P20	27
SYTL1	43
MAP3K6	29
FCN3	15
CD164L2	8
GPR3	2
WASF2	64
AHDC1	5
FGR	28
IFI6	16
FAM76A	67
STX12	90
PPP1R8	28
SCARNA1	29
THEMIS2	14
POLR1B	54
SMPDL3B	47
XKR8	28
EYA3	1
PTAFR	28
DNAJC8	20
SESN2	15
MED18	32
PHACTR4	12
SNHG3	14
RCC1	12
SNORA73B	13
TRNAU1AP	33
SNHG12	22
SNORD99	23
SNORA61	22
SNORA44	25
SNORA16A	22
RAB42P1	11
TAF12	8
RNU11	0
GMEB1	6
YTHDF2	44
OPRD1	22
EPB41	7
TMEM200B	62
SRSF4	6
MECR	8
PTPRU	6
MATN1	0
MATN1-AS1	5
LAPTM5	24
SDC3	9
PUM1	124
NKAIN1	51
SNRNP40	110
ZCCHC17	112
FABP3	46
SERINC2	1
LINC01225	45
LINC01226	35
TINAGL1	30
HCRTR1	42
PEF1	19
COL16A1	45
ADGRB2	28
SPOCD1	27
PTP4A2	137
MARCKSL1	184
FAM229A	160
TSSK3	162
BSDC1	127
ZBTB8B	59
ZBTB8A	18
ZBTB8OS	132
RBBP4	134
SYNC	165
KIAA1522	128
YARS	54
S100PBP	51
FNDC5	2
CACNA1A	18
TMEM54	26
RNF19B	42
AK2	21
AZIN2	22
TRIM62	120
ZNF362	41
A3GALT2	31
PHC2	9
ZSCAN20	0
CSMD2	48
C1ORF94	43
MIR552	75
GJB5	34
GJB4	30
GJB3	12
GJA4	11
SMIM12	12
DLGAP3	82
ZMYM6	185
ZMYM4	184
ZMYM4-AS1	81
KIAA0319L	2
NCDN	6
TFAP2E	7
PSMB2	67
C1ORF216	7
CLSPN	4
AGO4	34
AGO1	112
AGO3	158
TEKT2	15
ADPRHL2	15
COL8A2	9
TRAPPC3	22
MAP7D1	23
THRAP3	36
SH3D21	122
EVA1B	139
STK40	203
LINC01137	18
ZC3H12A	16
MEAF6	58
SNIP1	100
DNALI1	101
GNL2	86
RSPO1	47
C1ORF109	17
CDCA8	13
EPHA10	88
MANEAL	112
YRDC	133
C1ORF122	128
MYT1	180
INPP5B	95
SF3A3	54
FHL3	34
POU3F1	12
LINC01343	180
RRAGC	33
MYCBP	45
GJD2	53
RHBDL2	113
AKIRIN1	112
NDUFS5	75
MACF1	15
BMP8A	62
OXCT2P1	34
PPIEL	19
PABPC4	32
SNORA55	21
HEYL	22
NT5C1A	16
HPCAL4	41
PPIE	83
BMP8B	35
OXCT2	49
TRIT1	24
MYCL	9
MFSD2A	21
CAP1	73
PPT1	52
RLF	15
TMCO2	74
ZMPSTE24	68
COL9A2	9
SMOC2	19
ZFP69B	40
ZFP69	71
EXO5	98
ZNF684	88
RIMS3	48
NFYC-AS1	73
NFYC	73
MIR30E	31
MIR30C1	29
KCNQ4	7
CITED4	20
CTPS1	32
SLFNL1	72
SCMH1	25
FOXO6	33
EDN2	59
GUCA2B	9
GUCA2A	18
FOXJ3	12
RIMKLA	36
ZMYND12	110
PPCS	114
CCDC30	109
PPIH	89
YBX1	66
CLDN19	9
P3H1	8
C1ORF50	12
ERMAP	49
ZNF691	68
SLC2A1	44
SLC2A1-AS1	38
FAM183A	79
EBNA1BP2	57
CFAP57	59
TMEM125	45
C1ORF210	57
TIE1	70
MPL	86
CDC20	62
ELOVL1	49
MED8	32
SZT2	33
SZT2-AS1	32
HYI	42
PTPRF	2
KDM4A	121
KDM4A-AS1	63
ST3GAL3	67
ARTN	6
IPO13	10
DPH2	33
ATP6V0B	34
B4GALT2	22
CCDC24	11
SLC6A9	9
KLF17	27
DMAP1	13
ERI3	24
ERI3-IT1	29
RNF220	27
MIR5584	58
TMEM53	27
KIF2C	16
RPS8	22
SNORD55	27
SNORD46	25
SNORD38A	23
SNORD38B	21
BEST4	10
PLK3	6
BTBD19	16
PTCH2	26
EIF2B3	27
HECTD3	6
UROD	0
ZSWIM5	95
HPDL	27
MUTYH	10
TOE1	10
TESK2	0
MMACHC	2
PRDX1	11
AKR1A1	21
NASP	17
CCDC17	59
GPBP1L1	115
RPS15AP10	79
TMEM69	115
IPP	183
PIK3R3	50
TSPAN1	9
POMGNT1	39
LURAP1	26
RAD54L	66
LRRC41	128
UQCRH	124
NSUN4	107
FAAH	57
FAAHP1	18
LINC01398	3
DMBX1	24
KNCN	7
MKNK1	17
MOB3C	0
ATPAF1	52
TEX38	50
EFCAB14-AS1	52
EFCAB14	7
CYP4B1	68
CYP4Z2P	178
CYP4Z1	111
CYP4A22	35
LINC00853	3
PDZK1IP1	9
TAL1	35
STIL	52
CMPK1	65
LINC01389	8
FOXE3	18
FOXD2-AS1	6
FOXD2	11
TRABD2B	102
SLC5A9	4
SPATA6	29
DMRTA2	54
FAF1	89
CDKN2C	79
C1ORF185	56
LINC01562	43
RNF11	44
TTC39A	18
TTC39A-AS1	16
EPS15	21
OSBPL9	19
MIR761	44
RAB3B	11
TXNDC12	66
KTI12	43
TXNDC12-AS1	59
BTF3L4	60
ZFYVE9	7
CC2D1B	32
SLC25A15	12
PRPF38A	6
ZCCHC11	117
GPX7	74
COA7	20
ZYG11B	50
ZYG11A	63
ECHDC2	29
SYCP2	28
PODN	130
SLC1A7	45
CPT2	8
C1ORF123	38
MAGOH	37
LRP8	52
SLC25A3P1	55
DMRTB1	66
GLIS1	113
NDC1	13
YIPF1	21
DIO1	25
HSPB11	16
LRRC42	14
LDLRAD1	65
TMEM59	73
TCEANC2	69
CDCP2	34
CYB5RL	85
MRPL37	83
SSBP3	10
SSBP3-AS1	95
ACOT11	50
FAM151A	51
MROH7	33
MROH7-TTC4	35
TTC4	39
PARS2	10
TTC22	7
DHCR24	62
TMEM61	17
BSND	3
PCSK9	48
USP24	64
PRKAA2	49
C8A	31
C8B	147
DAB1-AS1	191
OMA1	25
TACSTD2	56
MYSM1	42
JUN	38
LINC01135	43
HOOK1	42
CYP2J2	23
C1ORF87	102
NFIA-AS2	6
NFIA	115
NFIA-AS1	192
TM2D1	126
INADL	109
L1TD1	20
KANK4	90
USP1	26
DOCK7	36
ANGPTL3	71
ATG4C	33
LINC00466	7
FOXD3-AS1	8
FOXD3	2
MIR6068	12
ALG6	51
ITGB3BP	90
EFCAB7	84
DLEU2L	71
PGM1	4
RORA	159
ROR1-AS1	138
UBE2U	52
CACHD1	197
RAVER2	75
JAK1	6
LINC01359	24
MIR101-1	2
AK4	62
DNAJC6	24
LEPROT	15
LEPR	97
PDE4B	38
SGIP1	90
TCTEX1D1	16
INSL5	34
WDR78	70
MIER1	74
SLC35D1	58
C1ORF141	14
IL23R	22
IL12RB2	46
SERBP1	61
GADD45A	81
GNG12	16
GNG12-AS1	19
DIRAS3	59
WLS	114
MIR1262	66
RPE65	106
DEPDC1	153
DEPDC1-AS1	150
LRRC40	79
SRSF11	95
ANKRD13C	155
HHLA3	155
VSIG2	105
PTGER3	7
ZRANB2-AS1	5
ZRANB2	35
MIR186	27
ZRANB2-AS2	37
ERICH3	99
ERICH3-AS1	197
CRYZ	37
TYW3	43
LHX8	68
SLC44A5	15
ACADM	130
RABGGTB	192
SNORD45C	195
SNORD45A	192
SNORD45B	195
MSH4	203
ST6GALNAC3	77
PIGK	98
AK5	159
NEXN-AS1	118
NEXN	121
FUBP1	29
DNAJB4	7
GIPC2	36
PTGFR	181
IFI44L	52
IFI44	23
TTLL7	70
PRKACB	16
SAMD13	126
UOX	40
DNASE2B	20
RPF1	38
GNG5	67
SPATA1	67
CTBS	133
LINC01555	119
SSX2IP	62
LPAR3	55
MCOLN2	54
MCOLN3	69
WDR63	64
SYDE2	61
C1ORF52	1
BCL10	18
DDAH1	13
CYR61	7
ZNHIT6	12
CLCA3P	200
SH3GLB1	125
HS2ST1	86
LINC01140	39
LMO4	36
LINC01364	79
GTF2B	85
RBMXL1	4
GBP3	31
GBP1	75
GBP2	134
GBP7	180
GBP6	116
GBP1P1	76
LRRC8B	43
LRRC8C	4
LRRC8D	15
GEMIN8P4	4
ZNF326	2
BARHL2	9
ZNF644	50
HFM1	122
CDC7	22
TGFBR3	39
BRDT	25
EPHX4	38
SETSIP	79
BTBD8	84
KIAA1107	129
C1ORF146	85
GLMN	7
RPAP2	3
GFI1	113
EVI5	67
RPL5	26
SNORD21	19
SNORA66	12
FAM69A	31
MTF2	16
TMED5	123
CCDC18	121
DR1	96
FNBP1L	7
BCAR3	12
MIR760	10
DNTTIP2	44
GCLM	73
ABCA4	64
ARHGAP29	96
ABCD3	58
F3	17
SLC44A3	12
CNN3	77
ALG14	32
TMEM56	74
TMEM56-RWDD3	76
RWDD3	195
PALMD	52
FRRS1	44
AGL	46
SLC35A3	72
SASS6	94
TRMT13	92
LRRC39	145
CDC14A	145
GPR88	40
LINC01349	153
VCAM1	150
EXTL2	25
SLC30A7	25
DPH5	109
S1PR1	55
LINC01307	33
VAV3	158
VAV3-AS1	163
SLC25A24	82
NBPF4	120
FAM102B	11
HENMT1	101
PRPF38B	126
FNDC7	112
STXBP3	76
AKNAD1	40
SPATA42	35
GPSM2	23
CLCC1	66
WDR47	71
TAF13	41
TMEM167B	22
SCARNA2	15
C1ORF194	4
KIAA1324	6
SARS	22
CELSR2	7
PSRC1	23
MYBPHL	47
SORT1	0
PSMA5	27
SYPL2	33
ATXN7L2	17
CYB561D1	3
AMIGO1	19
GPR61	9
GNAI3	8
MIR197	32
GNAT2	12
AMPD2	6
GSTM4	12
GSTM2	22
GSTM1	41
GSTM5	62
GSTM3	29
EPS8L3	6
CSF1	78
AHCYL1	11
STRIP1	18
ALX3	16
LINC01397	23
UBL4B	6
SLC6A17	50
KCNC4-AS1	6
KCNC4	4
RBM15	34
SLC16A4	22
LAMTOR5	11
LAMTOR5-AS1	14
PROK1	10
CYMP	9
KCNA10	0
KCNA2	2
KCNA3	45
CD53	77
LRIF1	19
DRAM2	85
CEPT1	87
DENND2D	20
CHI3L2	6
CHIAP2	61
CHIA	71
PIFO	50
PGCP1	3
OVGP1	40
WDR77	32
C1ORF162	13
ADORA3	11
LINC01160	45
RAP1A	35
FAM212B	11
FAM212B-AS1	19
DDX20	6
KCND3-IT1	109
KCND3-AS1	155
CTTNBP2NL	4
WNT2B	2
ST7L	0
CAPZA1	7
MOV10	35
RHOC	3
PPM1J	9
FAM19A3	2
LINC01356	32
SLC16A1	81
AKR7A2P1	44
SLC16A1-AS1	81
LRIG2	35
PHTF1	80
RSBN1	135
AP4B1-AS1	135
PTPN22	190
SYT6	200
TRIM33	56
BCAS2	24
DENND2C	114
AMPD1	140
NRAS	155
CSDE1	200
TSHB	110
TSPAN2	53
NGF	127
VANGL1	31
CASQ2	6
NHLH2	73
SLC22A15	165
MAB21L3	26
ATP1A1	13
ATP1A1-AS1	59
CD58	14
IGSF3	73
MIR320B1	73
C1ORF137	52
CD2	17
PTGFRN	95
CD101	57
TTF2	8
MIR942	41
TRIM45	76
VTCN1	158
MAN1A2	153
FAM46C	4
GDAP2	37
WDR3	37
HSD3B1	115
HSD3BP4	58
LINC00622	25
ZNF697	13
PHGDH	52
HMGCS2	38
REG4	12
NBPF7	49
ADAM30	78
NOTCH2	102
PDE4DIP	63
SEC22B	29
NOTCH2NL	144
NBPF10	131
HFE2	7
TXNIP	17
POLR3GL	10
ANKRD34A	11
LIX1L	13
RBM8A	44
GNRHR2	60
PEX11B	58
ITGA10	65
ANKRD35	39
PIAS3	12
NUDT17	8
POLR3C	26
RNF115	26
CD160	10
PDZK1	5
GPR89A	103
RNVU1-8	199
NBPF13P	168
PRKAB2	113
CHD1L	117
PDIA3P1	106
FMO5	62
LINC00624	130
BCL9	106
ACP6	32
GJA5	55
GJA8	14
GPR89B	38
HIST2H2BF	147
FCGR1A	179
HIST2H3D	148
HIST2H4A	135
HIST2H4B	129
HIST2H3A	124
HIST2H3C	124
HIST2H2AA4	117
HIST2H2AA4	119
HIST2H2BE	77
HIST2H2AC	80
HIST2H2AB	78
BOLA1	64
SV2A	46
SF3B4	33
MTMR11	27
OTUD7B	43
VPS45	5
PLEKHO1	23
ANP32E	29
CA14	14
APH1A	11
C1ORF54	8
CIART	16
MRPS21	31
PRPF3	59
RPRD2	102
TARS2	23
ECM1	43
FALEC	51
ADAMTSL4	20
ADAMTSL4-AS1	10
MCL1	0
ENSA	17
GOLPH3L	83
HORMAD1	92
CTSS	47
CTSK	9
ARNT	64
SETDB1	68
CERS2	16
ANXA9	15
BNIPL	51
C1ORF56	57
CDC42SE1	41
MLLT11	49
GABPB2	32
SEMA6C	10
TNFAIP8L2	5
LYSMD1	14
SCNM1	18
TMOD4	24
VPS72	44
PIP5K1A	45
PSMD4	52
ZNF687	18
PI4KB	16
RFX5	9
SELENBP1	32
PSMB4	59
POGZ	117
CGN	167
TUFT1	200
MIR554	199
MRPL9	169
OAZ3	168
TDRKH	138
LINGO4	125
RORC	103
C2CD4D	90
THEM5	75
THEM4	25
S100A10	8
S100A11	16
TCHHL1	34
TCHH	62
RPTN	26
HRNR	38
FLG	118
FLG-AS1	125
FLG2	85
CRNN	29
LCE5A	63
CRCT1	64
LCE3E	103
LCE3D	87
LCE3C	71
LCE3B	56
LCE3A	44
LINC00302	14
LCE2D	8
LCE2C	9
LCE2B	24
LCE2A	34
LCE4A	49
C1ORF68	55
KPRP	92
LCE1F	89
LCE1E	77
LCE1D	66
LCE1C	56
LCE1B	53
LCE1A	38
LCE6A	22
SMCP	18
IVL	45
SPRR4	107
SPRR1A	126
SPRR3	140
SPRR1B	162
SPRR2D	152
SPRR2A	138
SPRR2B	123
SPRR2E	96
SPRR2F	82
SPRR2C	54
SPRR2G	44
LELP1	11
PRR9	5
LOR	49
PGLYRP3	47
PGLYRP4	9
S100A9	7
S100A12	21
S100A8	42
S100A7A	60
S100A7L2	65
S100A7	47
S100A6	24
S100A5	23
S100A4	17
S100A3	16
S100A2	10
HRNR	57
S100A11P1	54
S100A13	45
S100A1	45
CHTOP	43
SNAPIN	16
ILF2	4
NPR1	8
INTS3	50
SLC27A3	4
GATAD2B	60
DENND4B	38
CRTC2	22
SLC39A1	19
CREB3L4	19
JTB	7
RAB13	8
RPS27	4
NUP210L	36
MIR5698	90
TPM3	8
MIR190B	4
C1ORF189	14
C1ORF43	29
UBAP2L	33
HAX1	5
AQP10	11
ATP8B2	7
IL6R	55
SHE	27
TDRD10	27
UBE2Q1	8
UBE2Q1-AS1	11
CHRNB2	6
ADAR	28
KCNN3	17
PMVK	8
PBXIP1	16
PYGO2	20
SHC1	33
CKS1BP3	35
FLAD1	39
LENEP	56
ZBTB7B	65
DCST2	64
DCST1	64
ADAM15	46
EFNA4	36
EFNA3	21
EFNA1	31
SLC50A1	39
DPM3	34
KRTCAP2	6
TRIM46	8
MUC1	21
MIR92B	23
THBS3	42
MTX1	34
GBAP1	59
GBA	73
FAM189B	83
SCAMP3	94
CLK2	105
HCN3	105
PKLR	133
FDPS	141
RUSC1-AS1	152
RUSC1	150
MIR555	180
GON4L	76
SYT11	82
RIT1	26
SNORA80E	18
SCARNA4	14
RXFP4	11
ARHGEF2	44
SSR2	45
UBQLN4	14
LAMTOR2	13
RAB25	5
MEX3A	15
LMNA	18
SEMA4A	13
SLC25A44	21
PMF1	4
PMF1-BGLAP	2
BGLAP	22
PAQR6	26
SMG5	67
TMEM79	60
GLMP	79
VHLL	77
CCT3	52
TSACC	51
RHBG	21
C1ORF61	25
MIR9-1	23
MEF2D	48
IQGAP3	120
TTC24	107
GPATCH4	89
HAPLN2	71
BCAN	50
NES	13
CRABP2	18
ISG20L2	8
RRNAD1	8
MRPL24	20
HDGF	31
PRCC	45
SH2D2A	69
INSRR	25
NTRK1	31
PEAR1	9
LRRC71	25
ARHGEF11	30
MIR765	13
ETV3L	5
ETV3	25
CYCSP52	35
FCRL5	64
FCRL4	97
FCRL3	15
FCRLB	91
FCRL1	128
CD5L	128
CD1D	59
CD1A	127
CD1C	167
OR10R2	194
OR6Y1	124
OR6P1	105
OR10X1	92
OR10Z1	68
SPTA1	24
OR6K2	39
OR6K3	57
OR6K6	90
OR6N1	101
OR6N2	112
MNDA	164
PYHIN1	64
IFI16	18
AIM2	89
CADM3	7
CADM3-AS1	13
ACKR1	12
FCER1A	75
OR10J3	100
PPIAP10	81
PTPMT1	19
FCRL6	10
SLAMF8	30
VSIG8	72
CFAP45	40
TAGLN2	12
IGSF9	14
SLAMF9	21
LINC01133	22
PIGM	31
KCNJ10	25
KCNJ9	16
IGSF8	8
ATP1A2	25
ATP1A4	50
CASQ1	9
PEA15	11
DCAF8	74
PEX19	95
COPA	30
SUMO1P3	64
NCSTN	32
NHLH1	15
VANGL2	14
SLAMF6	26
CD84	24
SLAMF1	40
CD48	12
SLAMF7	18
LY9	46
CD244	21
ITLN1	45
ITLN2	7
F11R	69
TSTD1	56
USF1	46
ARHGAP30	21
KLHDC9	4
PFDN2	30
NIT1	30
DEDD	40
UFC1	60
USP25	71
PPOX	65
B4GALT3	50
ADAMTS4	25
NDUFS2	26
FCER1G	12
APOA2	4
TOMM40L	2
NR1I3	14
PCP4L1	32
MPZ	76
SDHC	77
CFAP126	22
FCGR2A	11
HSPA6	32
FCGR3A	64
FCGR2C	68
HSPA7	39
FCGR3B	12
FCGR2B	23
RPL31P11	49
FCRLA	38
DUSP12	10
ATF6	22
OLFML2B	33
NOS1AP	19
MIR556	66
C1ORF226	107
SH2D1B	139
HSD17B7P2	55
RGS4	122
RP11-267N12.3	13
NUF2	9
PBX1	63
LMX1A	13
RXRG	50
LRRC52	59
MGST3	33
ALDH9A1	20
TMCO1	57
UCK2	90
POGK	76
TADA1	37
ILDR2	67
MAEL	76
GPA33	25
DUSP27	28
LINC01363	72
POU2F1	45
CD247	12
CREG1	30
RCSD1	31
MPZL1	7
ADCY10	113
MPC2	136
DCAF6	129
MIR1255B2	195
ANKRD36BP1	203
TBX19	169
MIR557	77
XCL2	46
XCL1	14
DPT	130
LINC00626	182
NME7	29
BLZF1	25
CCDC181	82
SLC19A2	62
F5	43
SELP	85
SELL	167
SELE	193
PRRC2C	161
MYOC	9
VAMP4	0
METTL13	2
DNM3	38
DNM3-IT1	59
DNM3OS	76
MIR214	75
MIR199A2	76
C1ORF105	26
PIGC	0
SUCO	89
FASLG	24
TNFSF18	157
TNFSF4	7
PRDX5	32
SLC9C2	164
GAS5	203
SERPINC1	155
RC3H1	78
RABGAP1L	58
GPR52	193
CACYBP	6
MRPS14	13
TNN	27
KIAA0040	46
RFWD2	139
SCARNA3	100
PAPPA2	97
MIR488	126
SEC16B	41
RASAL2-AS1	149
RASAL2	148
TEX35	27
C1ORF220	5
RALGPS2	31
ANGPTL1	107
FAM20B	20
TOR3A	14
ABL2	21
SOAT1	52
AXDND1	2
NPHS2	134
TDRD5	119
FAM163A	14
TOR1AIP2	16
TOR1AIP1	12
CEP350	91
QSOX1	22
LHX4	26
ACBD6	13
OVAAL	24
XPR1	5
KIAA1614	32
KIAA1614-AS1	14
STX6	14
MR1	9
IER5	4
CACNA1E	14
ZNF648	29
LINC01344	20
GLUL	2
TEDDM1	5
LINC00272	8
RGSL1	7
RNASEL	10
RGS16	4
RGS8	74
NPL	6
DHX9	30
SHCBP1L	90
LAMC1	156
LAMC2	110
NMNAT2	132
SMG7-AS1	145
SMG7	148
NCF2	32
ARPC5	18
RGL1	18
APOBEC4	37
COLGALT2	49
TSEN15	39
C1ORF21	164
EDEM3	51
FAM129A	4
RNF2	77
TRMT1L	7
SWT1	9
IVNS1ABP	152
LINC01350	190
HMCN1	88
PRG4	36
TPR	38
OCLM	60
PNKD	120
LINC01036	25
RGS21	156
RGS1	108
LINC01032	69
UCHL5	8
TROVE2	9
GLRX2	13
CDC73	7
MIR1278	23
B3GALT2	73
LINC01031	191
KCNT2	60
CFH	23
CFHR3	105
CFHR1	150
DENND1B	151
C1ORF53	26
LHX9	14
LINC00862	85
ZNF281	82
KIF14	7
DDX59	47
CAMSAP2	66
GPR25	72
C1ORF106	89
MROH3P	51
KIF21B	24
CACNA1S	2
ASCL5	4
TMEM9	43
IGFN1	60
PKP1	40
TNNT2	18
LAD1	36
TNNI1	58
PHLDA3	85
CSRP1	48
IPO9-AS1	48
NAV1	29
MIR1231	21
IPO9	43
SHISA4	0
LMOD1	22
TIMM17A	17
RNPEP	13
ELF3	10
GPR37L1	3
ARL8A	28
PTPN7	25
PTPRVP	21
LGR6	6
UBE2T	30
PPP1R12B	35
SYT2	4
KDM5B	92
PCAT6	95
MGAT4EP	102
RABIF	145
KLHL12	107
ADIPOR1	79
CYB5R1	69
TMEM183A	27
PPFIA4	11
MYOG	53
ADORA1	91
MYBPH	41
CHI3L1	36
CHIT1	14
LINC01353	10
LINC01136	32
BTG2	30
FMOD	18
PRELP	10
OPTC	11
ATP2B4	18
SNORA77	27
LAX1	60
ZC3H11A	74
ZBED6	72
SNRPE	6
LINC00303	88
SOX13	62
ETNK2	12
KCTD11	1
KISS1	14
GOLT1A	5
PLEKHA6	4
PPP1R15B	37
PIK3C2B	6
MDM4	9
LRRN2	85
NFASC	11
CNTN2	22
TMEM81	29
RBBP5	68
DSTYK	51
TMCC2	8
NUAK2	4
KLHDC8A	36
LEMD1-AS1	25
LEMD1	31
MIR135B	38
CDK18	19
ELK4	23
SLC45A3	14
NUCKS1	41
RAB29	22
SLC41A1	22
PM20D1	57
SLC26A9	37
FAM72A	101
AVPR1B	13
CTSE	12
SRGAP3	143
SRGAP2D	98
IKBKE	18
RASSF5	13
EIF2D	6
DYRK3	26
MAPKAPK2	51
IL10	31
IL19	17
IL20	50
IL24	19
PIGR	35
FCAMR	18
C1ORF116	51
YOD1	39
PFKFB2	40
C4BPB	0
C4BPA	20
CD55	78
CR2	60
CR1	99
CR1L	59
CD46	42
MIR29C	10
MIR29B2	10
CD34	19
PLXNA2	5
MIR205HG	138
MIR205	139
CAMK1G	10
LAMB3	40
G0S2	21
HSD11B1	9
TRAF3IP3	64
C1ORF74	78
IRF6	60
DIEXF	41
SYT14	51
SERTAD4-AS1	60
SERTAD4	57
HHAT	40
KCNH1	6
KCNH1-IT1	8
RCOR3	63
TRAF5	23
LINC00467	60
RD3	29
SLC30A1	1
NEK2	5
LPGAT1	11
INTS7	38
DTL	37
PPP2R5A	13
SNORA16B	18
TMEM206	35
NENF	21
ATF3	10
FAM71A	11
BATF3	31
KANSL1	125
TATDN3	123
SPATA45	147
