GENE	DIST
RNF186	99
OTUD3	34
PLA2G2E	8
PLA2G2A	64
PLA2G5	86
PLA2G2D	35
PLA2G2F	17
PLA2G2C	22
UBXN10-AS1	21
UBXN10	23
VWA5B1	81
LINC01141	61
CAMK2N1	3
MUL1	10
FAM43B	30
CDA	66
PINK1	111
MIR6084	111
PINK1-AS	132
DDOST	141
KIF17	198
EIF4G3	26
ECE1	85
NBPF3	29
ALPL	0
RAP1GAP	161
USP48	184
LDLRAD2	157
HSPG2	30
CELA3B	7
CELA3A	10
LINC00339	13
CDC42	40
WNT4	13
ZBTB40	187
EPHA8	76
C1QA	3
C1QC	3
C1QB	3
EPHB2	61
LACTBL1	9
KDM1A	39
LUZP1	16
HTR1D	9
LINC01355	100
HNRNPR	150
ZNF436	126
ZNF436-AS1	128
TCEA3	70
ASAP3	10
E2F2	1
ID3	14
MDS2	9
RPL11	54
PITHD1	141
LYPLA2	154
GALE	164
HMGCL	190
RCAN3	134
NCMAP	80
SRRM1	6
CLIC4	81
RUNX3	139
SYF2	127
RSRP1	142
RHD	139
TMEM50A	73
RHCE	10
LDLRAP1	31
MAN1C1	5
MTFR1L	76
AUNIP	35
PAQR7	23
STMN1	11
PAFAH2	1
EXTL1	19
SLC30A2	6
TRIM63	27
PDIK1L	4
FAM110D	12
ZNF593	22
CNKSR1	30
CATSPER4	43
CEP85	45
SH3BGRL3	0
UBXN11	1
CD52	4
AIM1L	33
ZNF683	14
LIN28A	21
DHDDS	42
HMGN2	82
RPS6KA1	78
MIR1976	67
ARID1A	74
PIGV	3
ZDHHC18	17
SFN	16
GPN2	12
GPATCH3	22
NR0B2	36
NUDC	42
KDF1	34
TRNP1	3
FAM46B	17
SLC9A1	129
WDTC1	52
TMEM222	35
ACTG1P20	36
SYTL1	54
MAP3K6	81
FCN3	89
CD164L2	98
GPR3	105
WASF2	64
AHDC1	48
FGR	24
IFI6	12
FAM76A	63
STX12	111
PPP1R8	151
SCARNA1	147
THEMIS2	109
POLR1B	65
SMPDL3B	47
XKR8	22
EYA3	1
PTAFR	28
DNAJC8	14
SESN2	9
MED18	30
PHACTR4	10
SNHG3	16
RCC1	16
SNORA73B	13
TRNAU1AP	31
SNHG12	18
SNORD99	21
SNORA61	20
SNORA44	19
SNORA16A	18
RAB42P1	9
TAF12	35
RNU11	39
GMEB1	59
YTHDF2	42
OPRD1	22
EPB41	97
TMEM200B	62
SRSF4	2
MECR	23
PTPRU	27
MATN1	55
MATN1-AS1	61
LAPTM5	20
SDC3	5
PUM1	152
NKAIN1	173
SNRNP40	116
ZCCHC17	118
FABP3	40
SERINC2	1
LINC01225	41
LINC01226	29
TINAGL1	28
HCRTR1	42
PEF1	13
COL16A1	45
ADGRB2	24
SPOCD1	27
PTP4A2	131
SYNC	165
KIAA1522	128
YARS	50
S100PBP	45
FNDC5	2
CACNA1A	16
TMEM54	26
RNF19B	36
AK2	21
AZIN2	20
TRIM62	118
ZNF362	41
A3GALT2	25
PHC2	9
ZSCAN20	0
MIR552	73
GJB5	97
GJB4	93
GJB3	71
GJA4	59
SMIM12	8
DLGAP3	78
ZMYM6	181
ZMYM4	178
ZMYM4-AS1	79
KIAA0319L	109
NCDN	107
TFAP2E	122
PSMB2	183
TEKT2	48
ADPRHL2	44
COL8A2	5
TRAPPC3	18
MAP7D1	23
THRAP3	34
SH3D21	116
EVA1B	135
STK40	197
LINC01137	18
ZC3H12A	16
MEAF6	58
SNIP1	98
DNALI1	99
GNL2	84
RSPO1	45
C1ORF109	11
CDCA8	9
EPHA10	84
MANEAL	112
YRDC	127
C1ORF122	124
MYT1	178
RRAGC	31
MYCBP	45
GJD2	53
RHBDL2	113
AKIRIN1	106
NDUFS5	71
MACF1	13
BMP8A	56
OXCT2P1	32
PPIEL	13
PABPC4	28
SNORA55	21
HEYL	33
NT5C1A	66
HPCAL4	85
PPIE	83
BMP8B	31
OXCT2	49
TRIT1	22
MYCL	3
MFSD2A	15
CAP1	67
PPT1	48
RLF	11
TMCO2	97
ZMPSTE24	107
COL9A2	91
SMOC2	13
ZFP69B	40
ZFP69	67
EXO5	98
ZNF684	121
RIMS3	112
NFYC-AS1	86
NFYC	71
MIR30E	25
MIR30C1	23
KCNQ4	1
CITED4	81
CTPS1	196
SCMH1	83
FOXO6	31
EDN2	53
GUCA2B	5
GUCA2A	18
FOXJ3	189
RIMKLA	192
ZMYND12	114
PPCS	116
CCDC30	109
PPIH	85
YBX1	94
CLDN19	35
P3H1	8
C1ORF50	10
ERMAP	45
ZNF691	66
SLC2A1	106
SLC2A1-AS1	108
FAM183A	75
EBNA1BP2	53
CFAP57	55
TMEM125	39
C1ORF210	57
TIE1	70
MPL	80
CDC20	58
ELOVL1	47
MED8	26
SZT2	27
SZT2-AS1	32
HYI	38
PTPRF	0
KDM4A	119
KDM4A-AS1	179
ST3GAL3	177
SLC6A9	189
KLF17	103
DMAP1	9
ERI3	20
ERI3-IT1	23
RNF220	27
MIR5584	107
TMEM53	23
KIF2C	51
RPS8	22
SNORD55	21
SNORD46	21
SNORD38A	19
SNORD38B	19
BEST4	8
PLK3	2
BTBD19	10
PTCH2	47
EIF2B3	21
HECTD3	0
UROD	0
ZSWIM5	195
HPDL	165
MUTYH	150
TOE1	153
TESK2	0
MMACHC	0
PRDX1	11
AKR1A1	19
NASP	11
CCDC17	53
GPBP1L1	115
RPS15AP10	75
TMEM69	115
IPP	179
PIK3R3	96
TSPAN1	137
POMGNT1	184
LURAP1	165
LRRC41	172
UQCRH	174
NSUN4	137
FAAH	83
FAAHP1	44
LINC01398	26
DMBX1	20
KNCN	25
MKNK1	78
MOB3C	89
ATPAF1	54
TEX38	50
EFCAB14-AS1	48
EFCAB14	1
CYP4B1	68
CYP4Z2P	172
CYP4Z1	105
CYP4A22	35
LINC00853	1
PDZK1IP1	9
TAL1	33
STIL	48
CMPK1	65
LINC01389	91
FOXE3	114
FOXD2-AS1	93
FOXD2	94
TRABD2B	198
SLC5A9	24
SPATA6	23
DMRTA2	172
FAF1	85
CDKN2C	77
C1ORF185	54
LINC01562	103
RNF11	104
TTC39A	16
TTC39A-AS1	10
EPS15	19
OSBPL9	76
MIR761	64
RAB3B	89
TXNDC12	155
KTI12	132
TXNDC12-AS1	148
BTF3L4	153
ZFYVE9	158
CC2D1B	67
SLC25A15	106
PRPF38A	104
ZCCHC11	117
GPX7	70
COA7	20
ZYG11B	46
ZYG11A	57
ECHDC2	23
SYCP2	26
PODN	161
SLC1A7	133
CPT2	81
C1ORF123	55
MAGOH	37
LRP8	52
SLC25A3P1	49
DMRTB1	66
NDC1	119
YIPF1	68
DIO1	66
HSPB11	12
LRRC42	14
LDLRAD1	59
TMEM59	95
TCEANC2	93
CDCP2	175
CYB5RL	128
MRPL37	130
SSBP3	78
SSBP3-AS1	93
ACOT11	50
FAM151A	47
MROH7	31
MROH7-TTC4	31
TTC4	35
PARS2	6
TTC22	5
DHCR24	91
TMEM61	17
BSND	1
PCSK9	42
PRKAA2	47
DAB1-AS1	187
OMA1	101
TACSTD2	70
MYSM1	38
JUN	38
LINC01135	37
HOOK1	42
CYP2J2	155
NFIA-AS2	0
NFIA	109
TM2D1	137
INADL	152
L1TD1	14
KANK4	88
USP1	26
DOCK7	59
ANGPTL3	67
ATG4C	33
LINC00466	1
FOXD3-AS1	4
FOXD3	2
MIR6068	8
ALG6	47
ITGB3BP	95
EFCAB7	97
DLEU2L	71
PGM1	2
RORA	153
ROR1-AS1	136
UBE2U	46
CACHD1	197
RAVER2	75
LINC01359	184
DNAJC6	165
LEPROT	9
LEPR	95
SGIP1	86
TCTEX1D1	10
INSL5	30
WDR78	70
MIER1	72
SLC35D1	56
C1ORF141	136
IL23R	166
IL12RB2	42
SERBP1	82
GADD45A	77
GNG12	72
GNG12-AS1	69
DIRAS3	56
WLS	124
MIR1262	75
LRRC40	77
SRSF11	91
ANKRD13C	153
HHLA3	155
VSIG2	99
PTGER3	1
ZRANB2-AS1	1
ZRANB2	35
MIR186	21
ZRANB2-AS2	33
ERICH3	97
ERICH3-AS1	195
CRYZ	37
TYW3	39
LHX8	62
ST6GALNAC3	73
FUBP1	129
DNAJB4	105
GIPC2	65
PTGFR	181
IFI44L	52
IFI44	23
TTLL7	119
PRKACB	43
SAMD13	120
UOX	36
DNASE2B	14
RPF1	56
GNG5	85
SPATA1	83
CTBS	153
LPAR3	55
MCOLN2	48
MCOLN3	100
WDR63	111
SYDE2	57
C1ORF52	1
BCL10	18
DDAH1	7
CYR61	7
ZNHIT6	137
CLCA3P	196
SH3GLB1	125
HS2ST1	84
LINC01140	168
LMO4	30
LINC01364	75
GBP6	116
GBP1P1	72
LRRC8B	39
LRRC8C	32
LRRC8D	11
GEMIN8P4	46
ZNF326	44
TGFBR3	39
BRDT	21
EPHX4	32
SETSIP	79
BTBD8	82
KIAA1107	170
EVI5	65
RPL5	20
SNORD21	15
SNORA66	12
FAM69A	29
MTF2	16
TMED5	119
CCDC18	117
DR1	94
FNBP1L	7
BCAR3	8
MIR760	6
DNTTIP2	40
GCLM	71
ARHGAP29	90
ABCD3	54
F3	13
SLC44A3	37
CNN3	71
ALG14	32
TMEM56	74
TMEM56-RWDD3	74
RWDD3	191
PALMD	164
FRRS1	42
AGL	40
SLC35A3	159
VCAM1	200
EXTL2	23
SLC30A7	24
DPH5	107
S1PR1	53
LINC01307	33
VAV3	158
VAV3-AS1	161
SLC25A24	76
NBPF4	120
FAM102B	5
HENMT1	97
PRPF38B	126
FNDC7	110
STXBP3	76
AKNAD1	34
SPATA42	31
GPSM2	23
CLCC1	64
WDR47	69
TAF13	35
TMEM167B	22
SCARNA2	13
C1ORF194	2
KIAA1324	0
SARS	18
CELSR2	15
PSRC1	19
MYBPHL	43
SORT1	0
PSMA5	27
SYPL2	65
ATXN7L2	83
CYB561D1	93
AMIGO1	110
GPR61	106
GNAI3	97
MIR197	46
GNAT2	30
AMPD2	26
GSTM4	10
GSTM2	22
GSTM1	41
GSTM5	66
GSTM3	97
EPS8L3	120
CSF1	135
AHCYL1	44
STRIP1	14
ALX3	16
LINC01397	23
UBL4B	6
SLC6A17	44
KCNC4-AS1	98
KCNC4	100
RBM15	28
SLC16A4	22
LAMTOR5	5
LAMTOR5-AS1	8
PROK1	35
CYMP	40
KCNA10	0
KCNA2	0
KCNA3	43
CD53	112
LRIF1	17
DRAM2	81
CEPT1	83
DENND2D	20
CHI3L2	4
CHIAP2	57
CHIA	67
PIFO	46
PGCP1	1
OVGP1	36
WDR77	32
C1ORF162	9
ADORA3	7
LINC01160	43
RAP1A	33
FAM212B	25
FAM212B-AS1	23
DDX20	39
KCND3-IT1	143
KCND3-AS1	193
CTTNBP2NL	69
WNT2B	0
ST7L	0
CAPZA1	1
MOV10	53
RHOC	88
PPM1J	96
FAM19A3	99
LINC01356	28
SLC16A1	77
AKR7A2P1	42
SLC16A1-AS1	75
LRIG2	29
PHTF1	78
RSBN1	131
AP4B1-AS1	129
PTPN22	190
SYT6	198
TRIM33	159
TSHB	106
TSPAN2	49
NGF	123
VANGL1	29
CASQ2	57
NHLH2	129
SLC22A15	159
MAB21L3	24
ATP1A1	9
ATP1A1-AS1	57
CD58	10
IGSF3	71
MIR320B1	69
C1ORF137	46
CD2	11
PTGFRN	89
CD101	51
TTF2	6
MIR942	41
TRIM45	70
VTCN1	152
MAN1A2	153
FAM46C	70
GDAP2	35
WDR3	33
HSD3B1	113
HSD3BP4	56
LINC00622	19
ZNF697	11
PHGDH	50
HMGCS2	32
REG4	10
NBPF7	43
ADAM30	74
NOTCH2	98
NBPF10	170
HFE2	50
TXNIP	24
POLR3GL	8
ANKRD34A	7
LIX1L	13
RBM8A	44
GNRHR2	54
PEX11B	52
ITGA10	61
ANKRD35	85
PIAS3	112
NUDT17	127
POLR3C	149
RNF115	147
FMO5	166
LINC00624	124
BCL9	102
ACP6	28
GJA5	131
HIST2H2BF	147
FCGR1A	179
HIST2H3D	146
HIST2H4A	129
HIST2H4B	129
HIST2H3A	118
HIST2H3C	118
HIST2H2AA4	117
HIST2H2AA4	117
HIST2H2BE	73
HIST2H2AC	74
HIST2H2AB	72
BOLA1	62
SV2A	42
SF3B4	31
MTMR11	23
OTUD7B	48
VPS45	103
PLEKHO1	185
APH1A	194
C1ORF54	193
CIART	183
MRPS21	172
PRPF3	144
RPRD2	101
TARS2	21
ECM1	41
FALEC	47
ADAMTSL4	14
ADAMTSL4-AS1	4
MCL1	0
ENSA	15
GOLPH3L	83
HORMAD1	90
CTSS	45
CTSK	3
ARNT	62
SETDB1	64
CERS2	14
ANXA9	9
BNIPL	45
C1ORF56	55
CDC42SE1	41
MLLT11	43
GABPB2	32
SEMA6C	4
TNFAIP8L2	3
LYSMD1	14
SCNM1	12
TMOD4	24
VPS72	38
PIP5K1A	45
PSMD4	46
ZNF687	18
PI4KB	16
RFX5	3
SELENBP1	28
PSMB4	53
POGZ	115
CGN	165
TUFT1	194
MIR554	199
MRPL9	165
OAZ3	168
TDRKH	138
LINGO4	123
RORC	97
C2CD4D	88
THEM5	75
THEM4	19
S100A10	57
S100A11	14
TCHHL1	30
TCHH	56
RPTN	100
HRNR	165
LCE5A	155
CRCT1	151
LCE3E	97
LCE3D	83
LCE3C	65
LCE3B	52
LCE3A	40
LINC00302	10
LCE2D	2
LCE2C	9
LCE2B	20
LCE2A	32
LCE4A	43
C1ORF68	53
KPRP	92
LCE1F	87
LCE1E	77
LCE1D	66
LCE1C	54
LCE1B	51
LCE1A	36
LCE6A	20
SMCP	14
IVL	45
SPRR4	107
SPRR1A	120
SPRR3	138
SPRR1B	162
SPRR2D	150
SPRR2A	134
SPRR2B	119
SPRR2E	96
SPRR2F	78
SPRR2C	50
SPRR2G	40
LELP1	9
PRR9	1
LOR	43
PGLYRP3	96
PGLYRP4	134
S100A9	141
S100A12	161
S100A8	170
S100A7A	147
S100A7L2	121
S100A7	100
S100A6	25
S100A5	19
S100A4	15
S100A3	12
S100A2	4
HRNR	51
S100A11P1	54
S100A13	43
S100A1	45
CHTOP	39
SNAPIN	14
ILF2	0
NPR1	4
INTS3	44
SLC27A3	0
GATAD2B	58
DENND4B	34
CRTC2	22
SLC39A1	17
CREB3L4	15
JTB	3
RAB13	2
RPS27	0
NUP210L	166
MIR5698	115
TPM3	145
MIR190B	135
C1ORF189	122
C1ORF43	108
UBAP2L	110
HAX1	58
AQP10	9
ATP8B2	3
IL6R	74
SHE	23
TDRD10	21
UBE2Q1	14
UBE2Q1-AS1	7
CHRNB2	21
ADAR	53
KCNN3	11
PMVK	4
PBXIP1	14
PYGO2	20
SHC1	29
CKS1BP3	31
FLAD1	39
LENEP	50
ZBTB7B	59
DCST2	92
DCST1	90
ADAM15	107
EFNA4	120
EFNA3	135
EFNA1	184
SLC50A1	192
DPM3	198
SSR2	200
UBQLN4	167
LAMTOR2	168
RAB25	162
MEX3A	139
LMNA	109
SEMA4A	70
SLC25A44	29
PMF1	10
PMF1-BGLAP	10
BGLAP	18
PAQR6	26
SMG5	61
TMEM79	60
GLMP	73
VHLL	77
CCT3	116
TSACC	113
RHBG	145
C1ORF61	200
MIR9-1	198
CRABP2	178
ISG20L2	155
RRNAD1	157
MRPL24	143
HDGF	132
PRCC	118
SH2D2A	67
INSRR	25
NTRK1	25
PEAR1	7
LRRC71	34
ARHGEF11	28
MIR765	52
ETV3L	3
ETV3	41
CYCSP52	29
FCRL5	139
FCRL4	93
FCRL3	9
FCRLB	85
FCRL1	128
CD5L	122
MNDA	162
PYHIN1	62
IFI16	16
AIM2	85
CADM3	5
CADM3-AS1	38
ACKR1	39
FCER1A	123
OR10J3	150
PPIAP10	79
PTPMT1	15
FCRL6	4
SLAMF8	30
VSIG8	68
CFAP45	36
TAGLN2	12
IGSF9	8
SLAMF9	17
LINC01133	22
PIGM	62
KCNJ10	23
KCNJ9	14
IGSF8	4
ATP1A2	19
ATP1A4	44
CASQ1	5
PEA15	9
DCAF8	68
PEX19	89
COPA	30
SUMO1P3	58
NCSTN	32
NHLH1	9
VANGL2	14
SLAMF6	80
CD84	24
SLAMF1	40
CD48	12
SLAMF7	12
LY9	69
CD244	138
ITLN1	160
ITLN2	136
F11R	70
TSTD1	52
USF1	46
ARHGAP30	21
KLHDC9	4
PFDN2	26
NIT1	24
DEDD	40
UFC1	60
USP25	65
PPOX	59
B4GALT3	46
ADAMTS4	25
NDUFS2	26
FCER1G	10
APOA2	0
TOMM40L	0
NR1I3	14
PCP4L1	32
MPZ	74
SDHC	71
CFAP126	16
FCGR2A	11
HSPA6	30
FCGR3A	58
FCGR2C	62
HSPA7	37
FCGR3B	10
FCGR2B	19
RPL31P11	43
FCRLA	63
DUSP12	106
ATF6	122
OLFML2B	29
NOS1AP	13
MIR556	66
C1ORF226	105
SH2D1B	137
RP11-267N12.3	44
NUF2	46
PBX1	114
LRRC52	175
MGST3	88
ALDH9A1	18
TMCO1	51
UCK2	86
POGK	74
TADA1	35
ILDR2	63
MAEL	74
GPA33	171
DUSP27	170
LINC01363	66
POU2F1	43
CD247	8
CREG1	26
RCSD1	25
MPZL1	84
ADCY10	109
MPC2	132
DCAF6	129
MIR1255B2	191
XCL2	60
XCL1	30
DPT	124
LINC00626	180
NME7	23
BLZF1	21
CCDC181	82
SLC19A2	58
F5	41
SELP	85
SELL	163
SELE	189
PRRC2C	161
MYOC	7
VAMP4	62
METTL13	25
DNM3	34
DNM3-IT1	57
DNM3OS	159
MIR214	154
MIR199A2	159
C1ORF105	26
PIGC	0
SUCO	85
FASLG	57
TNFSF18	151
TNFSF4	3
GAS5	199
SERPINC1	149
RC3H1	74
RABGAP1L	57
CACYBP	0
MRPS14	26
TNN	59
KIAA0040	67
RFWD2	139
SCARNA3	98
PAPPA2	93
SEC16B	39
RASAL2-AS1	149
RASAL2	146
ANGPTL1	133
FAM20B	18
TOR3A	12
ABL2	135
SOAT1	73
AXDND1	0
NPHS2	128
TDRD5	115
FAM163A	10
TOR1AIP2	10
TOR1AIP1	12
CEP350	85
LHX4	186
ACBD6	85
OVAAL	139
KIAA1614	28
KIAA1614-AS1	72
STX6	14
MR1	5
IER5	0
CACNA1E	14
ZNF648	23
LINC01344	73
GLUL	2
TEDDM1	3
LINC00272	8
RGSL1	3
RNASEL	144
RGS16	159
LAMC2	108
NMNAT2	126
SMG7-AS1	145
SMG7	146
NCF2	26
ARPC5	18
RGL1	16
APOBEC4	35
COLGALT2	179
TSEN15	167
C1ORF21	160
EDEM3	49
FAM129A	167
RNF2	121
TRMT1L	7
SWT1	9
IVNS1ABP	152
LINC01350	188
HMCN1	84
RGS21	152
RGS1	106
LINC01032	166
UCHL5	55
TROVE2	56
GLRX2	9
CDC73	5
MIR1278	19
B3GALT2	71
LINC01031	187
DENND1B	149
C1ORF53	24
LHX9	14
LINC00862	118
ZNF281	82
KIF14	126
DDX59	132
CAMSAP2	64
GPR25	68
C1ORF106	87
MROH3P	115
KIF21B	18
CACNA1S	2
ASCL5	0
TMEM9	39
IGFN1	73
PKP1	83
TNNT2	12
LAD1	34
TNNI1	56
PHLDA3	85
CSRP1	48
IPO9-AS1	67
NAV1	25
MIR1231	90
IPO9	70
SHISA4	10
LMOD1	20
TIMM17A	13
RNPEP	13
ELF3	41
GPR37L1	1
ARL8A	22
PTPN7	39
PTPRVP	43
LGR6	79
UBE2T	24
PPP1R12B	29
SYT2	4
KDM5B	92
PCAT6	91
MGAT4EP	100
RABIF	171
MYOG	186
ADORA1	146
MYBPH	96
CHI3L1	85
CHIT1	42
LINC01353	10
LINC01136	30
BTG2	28
FMOD	76
PRELP	8
OPTC	7
ATP2B4	77
SNORA77	25
LAX1	60
ZC3H11A	91
ZBED6	93
SNRPE	157
LINC00303	123
SOX13	93
ETNK2	12
KCTD11	1
KISS1	21
GOLT1A	39
PLEKHA6	87
PPP1R15B	35
PIK3C2B	2
MDM4	9
LRRN2	81
NFASC	59
CNTN2	16
TMEM81	27
RBBP5	64
DSTYK	45
TMCC2	2
NUAK2	0
KLHDC8A	34
LEMD1-AS1	48
LEMD1	99
MIR135B	73
CDK18	19
ELK4	19
SLC45A3	26
NUCKS1	35
RAB29	16
SLC41A1	18
PM20D1	55
SLC26A9	31
FAM72A	95
AVPR1B	9
CTSE	8
SRGAP2D	166
IKBKE	79
RASSF5	42
EIF2D	0
DYRK3	20
MAPKAPK2	69
IL10	159
CD55	78
CR2	54
CR1	95
CR1L	57
CD46	49
MIR29C	8
MIR29B2	8
CD34	13
PLXNA2	113
MIR205HG	136
MIR205	133
CAMK1G	8
LAMB3	40
G0S2	19
HSD11B1	9
TRAF3IP3	60
C1ORF74	78
IRF6	56
DIEXF	37
SYT14	65
TRAF5	173
LINC00467	137
RD3	25
SLC30A1	1
NEK2	94
LPGAT1	107
INTS7	34
DTL	37
PPP2R5A	79
SNORA16B	12
TMEM206	51
NENF	57
ATF3	64
FAM71A	48
BATF3	29
KANSL1	121
TATDN3	119
SPATA45	176
FLVCR1-AS1	187
FLVCR1	185
SMYD2	21
KCTD3	52
RRP15	54
TGFB2-AS1	7
TGFB2	5
MIR548F3	97
C1ORF143	169
C1ORF115	99
MARC2	41
MARC1	3
LINC01352	39
HLX-AS1	9
HLX	6
HHIPL2	85
TAF1A	43
TAF1A-AS1	45
MIA3	17
AIDA	79
BROX	77
FAM177B	102
DISP1	179
TLR5	2
CAPN8	20
CAPN2	0
TP53BP2	97
FBXO28	4
DEGS1	57
NVL	3
MIR320B2	69
CNIH4	28
WDR26	14
CNIH3	16
LBR	45
ENAH	174
SRP9	197
EPHX1	165
TMEM63A	91
LEFTY1	84
PYCR2	49
LEFTY2	32
SDE2	20
H3F3A	4
H3F3AP4	4
ACBD3	62
MIXL1	97
LIN9	185
ITPKB	89
ITPKB-IT1	38
PSEN2	39
CDC42BPA	81
ZNF678	194
ZNF847P	58
JMJD4	20
SNAP47	23
PRSS38	27
WNT9A	8
WNT3A	48
ARF1	124
C1ORF35	147
MRPL55	153
GUK1	181
GJC2	191
RAB4A	10
SPHAR	44
CCSAP	84
ACTA1	44
NUP133	30
ABCB10	80
TAF5L	32
URB2	34
COG2	157
AGXT	83
CAPN9	52
C1ORF198	71
TTC13	109
ARV1	111
FAM89A	48
MIR1182	68
TRIM67	47
C1ORF131	32
GNPAT	30
EXOC8	22
SPRTN	24
EGLN1	64
SNRPD2P2	115
TSNAX	165
TSNAX-DISC1	165
SIPA1L2	110
MAP10	177
COA6	63
TARBP1	21
LINC01354	23
IRF2BP2	1
LINC00184	19
LINC01132	6
ARID4B	82
GGPS1	84
TBCE	45
B3GALNT2	93
EDARADD	99
LGALS8-AS1	31
LGALS8	28
HEATR1	111
ACTN2	191
RGS7	165
FH	3
KMO	6
OPN3	99
CHML	95
WDR64	109
PLD5	76
AKT3	177
ZBTB18	30
C1ORF100	77
ADSS	151
DESI2	47
HNRNPU	176
EFCAB2	72
KIF26B	112
TFB2M	184
CNST	186
SCCPDH	28
LINC01341	36
AHCTF1	181
PFKP	135
LINC00704	33
LINC00705	9
AKR1E2	20
AKR1C6P	64
AKR1C1	20
AKR1C2	36
AKR1C3	64
AKR1C4	199
UCN3	31
TUBAL3	10
SLC6A5	0
CALML5	55
CALML3-AS1	81
CALML3	78
ASB13	47
FAM208B	63
GDI2	130
ANKRD16	54
FBXO18	52
IL15RA	33
IL2RA	49
RBM17	25
PFKFB3	32
SFMBT2	8
ITIH5	25
ITIH2	9
KIN	81
TAF3	53
GATA3-AS1	183
GATA3	183
LINC00709	70
CELF2-AS2	164
CELF2	106
CELF2-AS1	75
USP6NL	17
ECHDC3	15
PROSER2	26
PROSER2-AS1	84
UPF2	63
DHTKD1	87
SEC61A2	134
NUDT5	65
CDC123	68
CAMK1D	85
UCMA	135
PHYH	69
SEPHS1	21
BEND7	63
PRPF18	74
MIR1265	109
DCLRE1C	147
MEIG1	144
DCLRE1CP1	66
OLAH	60
ACBD7	13
C10ORF111	4
RPP38	6
NMT2	66
PPIAP30	53
ITGA8	4
RSU1	27
NEBL	179
C10ORF113	68
NEBL-AS1	94
SPAG6	179
PIP4K2A	191
ARMC3	146
MSRB2	20
PTF1A	117
C10ORF67	22
OTUD1	114
PRTFDC1	122
ENKUR	58
THNSL1	60
LINC01516	35
GPR158-AS1	101
GPR158	98
GAD2	108
APBB1IP	111
PDSS1	147
ABI1	11
YME1L1	198
MASTL	199
ACBD5	110
LRRC37A6P	100
ARMC4P1	95
PTCHD3	61
RAB18	45
MKX	98
MKX-AS1	95
CHAF1B	57
WAC-AS1	135
WAC	136
BAMBI	7
LINC01517	74
LINC00837	128
C10ORF126	143
LYZL1	10
SVIL-AS1	102
KIAA1462	117
MTPAP	38
GOLGA2P6	15
MAP3K8	39
LYZL2	32
SVILP1	32
ARHGAP12	76
KIF5B	51
EPC1	181
ITGB1	72
PARD3	182
PARD3-AS1	183
CUL2	31
CREM	2
CCNY	112
LINC01264	134
RET	13
CSGALNACT2	20
RASGEF1A	61
FXYD4	78
HNRNPF	118
ZNF487	143
CXCL12	5
RSU1P2	83
ANKRD30BP3	85
OR13A1	77
ALOX5	66
