GENE	DIST
SETDB1	57
CERS2	6
ANXA9	1
BNIPL	43
C1ORF56	54
CDC42SE1	68
MLLT11	66
GABPB2	77
SEMA6C	155
TNFAIP8L2	163
LYSMD1	174
SCNM1	172
TMOD4	184
VPS72	198
RORC	179
C2CD4D	170
THEM5	157
THEM4	101
S100A10	17
S100A11	14
TCHHL1	37
TCHH	26
RPTN	17
HRNR	82
FLG	136
FLG-AS1	150
FLG2	101
CRNN	47
LCE5A	47
CRCT1	50
LCE3E	84
LCE3D	71
LCE3C	52
LCE3B	39
LCE3A	28
LINC00302	1
LCE2D	9
LCE2C	21
LCE2B	32
LCE2A	44
LCE4A	55
C1ORF68	65
KPRP	104
LCE1F	122
LCE1E	132
LCE1D	143
LCE1C	155
LCE1B	158
LCE1A	173
LCE6A	189
SPRR2D	190
SPRR2A	174
SPRR2B	159
SPRR2E	136
SPRR2F	118
SPRR2C	90
SPRR2G	80
LELP1	30
PRR9	15
LOR	26
PGLYRP3	79
PGLYRP4	117
S100A9	124
S100A12	144
S100A8	159
S100A7A	182
S100A6	145
S100A5	139
S100A4	135
S100A3	132
S100A2	115
HRNR	68
S100A11P1	65
S100A13	53
S100A1	55
CHTOP	49
SNAPIN	24
ILF2	10
NPR1	4
INTS3	44
SLC27A3	29
GATAD2B	58
DENND4B	34
CRTC2	22
SLC39A1	17
CREB3L4	15
JTB	3
RAB13	4
RPS27	7
NUP210L	173
MIR5698	123
F11R	182
TSTD1	165
USF1	159
ARHGAP30	134
KLHDC9	107
PFDN2	86
NIT1	88
DEDD	71
UFC1	52
USP25	46
PPOX	39
B4GALT3	26
ADAMTS4	5
NDUFS2	6
FCER1G	9
APOA2	19
TOMM40L	19
NR1I3	34
PCP4L1	52
MPZ	105
SDHC	108
CFAP126	76
FCGR2A	59
HSPA6	78
FCGR3A	94
FCGR2C	64
HSPA7	40
FCGR3B	12
FCGR2B	16
RPL31P11	41
FCRLA	60
DUSP12	103
ATF6	120
CACYBP	157
MRPS14	131
TNN	89
KIAA0040	37
C1ORF106	195
MROH3P	157
KIF21B	61
CACNA1S	27
ASCL5	30
TMEM9	69
IGFN1	103
PKP1	196
SYT2	45
KDM5B	144
PCAT6	144
MGAT4EP	153
SNORA77	137
LAX1	101
ZC3H11A	71
ZBED6	69
SNRPE	5
LINC00303	83
SOX13	53
ETNK2	27
KCTD11	41
KISS1	71
GOLT1A	89
CNTN2	83
TMEM81	40
RBBP5	2
DSTYK	86
TMCC2	89
NUAK2	23
KLHDC8A	12
LEMD1-AS1	26
LEMD1	77
MIR135B	103
CDK18	157
ELK4	82
SLC45A3	34
NUCKS1	35
RAB29	60
SLC41A1	98
PM20D1	135
FAM72A	177
AVPR1B	91
CTSE	1
SRGAP3	149
SRGAP2D	108
IKBKE	22
RASSF5	14
EIF2D	1
DYRK3	22
MAPKAPK2	37
IL10	51
IL19	106
IL20	143
IL24	174
CD46	130
MIR29C	78
MIR29B2	78
CD34	30
TLR5	52
CAPN8	20
CAPN2	3
TP53BP2	99
TARBP1	139
LINC01354	86
IRF2BP2	8
LINC00184	9
LINC01132	103
ITGA8	181
ST8SIA6	157
HACD1	5
STAM-AS1	31
STAM	30
TMEM236	138
MRC1	195
SLC39A12	185
SLC39A12-AS1	124
CACNB2	3
NEBL	42
SEPT7P9	17
LINC01518	176
BMS1	88
LINC01264	97
RET	24
CSGALNACT2	57
RASGEF1A	151
FXYD4	68
HNRNPF	29
ZNF487	3
ZNF239	136
ZNF485	165
ZNF32-AS3	188
BMS1P1	191
FAM35BP	58
SYT15	16
GPRIN2	12
NPY4R	2
HNRNPA1P33	20
ANXA8	20
FAM25C	27
FAM25G	27
BMS1P2	89
FAM35DP	43
ANTXRLP1	16
ANTXRL	32
FAM25BP	114
ANXA8L1	120
AGAP9	180
ZNF488	40
RBP3	3
GDF2	7
GDF10	5
PTPN20	113
SGMS1	30
SGMS1-AS1	31
ASAH2B	83
LINC01468	108
MBL2	42
NUTM2B-AS1	97
NUTM2E	84
MBL1P	6
SFTPD	24
TMEM254-AS1	65
TMEM254	67
PLAC9	13
ANXA11	61
LINC00857	61
MAT1A	145
DYDC2	198
GRID1	27
MIR346	129
WAPAL	127
NUTM2A-AS1	161
LINC00863	163
NUTM2D	148
LINC00864	96
MINPP1	1
PAPSS2	153
MIR202HG	192
MIR202	192
ADAM8	163
TUBGCP2	131
ZNF511	133
CALY	103
PRAP1	95
FUOM	82
ECHS1	67
PAOX	63
MTG1	48
SPRN	15
CYP2E1	84
SYCE1	84
FRG2B	23
LINC01001	52
SCGB1C2	7
SCGB1C1	7
ODF3	10
BET1L	23
RIC8A	21
SIRT3	52
PSMD13	50
NLRP6	87
IFITM5	64
IFITM2	57
IFITM1	52
IFITM3	43
B4GALNT4	3
PKP3	26
ANO9	71
PTDSS2	65
RNH1	7
HRAS	21
LRRC56	21
LMNTD2	46
RASSF7	45
MIR210HG	54
MIR210	54
PHRF1	60
IRF7	101
CDHR5	98
SCT	96
DRD4	88
DEAF1	28
TMEM80	30
TALDO1	21
CEND1	66
SLC25A22	73
PANO1	71
PIDD1	81
RPLP2	83
SNORA52	85
PNPLA2	92
CD151	106
POLR2L	118
TSPAN4	118
CHID1	186
AP2A2	199
MOB2	165
DUSP8	80
KRTAP5-AS1	82
KRTAP5-1	67
KRTAP5-8	54
KRTAP5-7	44
KRTAP5-4	30
KRTAP5-5	24
FAM99A	10
FAM99B	7
KRTAP5-11	2
IFITM10	57
CTSD	71
SYT8	139
TNNI2	144
LSP1	158
LINC01150	138
TNNT3	115
MRPL23	87
MRPL23-AS1	42
LINC01219	43
H19	31
MIR675	35
IGF2	21
INS-IGF2	1
MIR483	28
IGF2-AS	24
INS	1
TH	0
ASCL2	31
C11ORF21	0
TSPAN32	2
CD81-AS1	24
CD81	28
TSSC4	4
TRPM5	0
KCNQ1	36
KCNQ1OT1	167
KCNQ1-AS1	21
KCNQ1DN	14
CDKN1C	2
SLC22A18AS	21
SLC22A18	14
PHLDA2	46
NAP1L4	109
SNORA54	81
CARS	55
CARS-AS1	85
OSBPL5	52
MRGPRG	106
MRGPRG-AS1	103
MRGPRE	119
ZNF195	103
TSSC2	103
OR7E12P	90
TRPC2	11
ART5	29
ART1	30
CHRNA10	58
NUP98	185
PGAP2	193
DKK3	33
MICAL2	66
MICALCL	2
PARVA	93
PRDM11	10
SYT13	183
ARFGAP2	14
ACP2	86
NR1H3	83
ETFA	105
OR4A5	181
OR4C46	80
MYRF	135
TMEM258	93
MIR611	93
FEN1	95
FADS1	69
MIR1908	71
FADS2	72
FADS3	4
RAB3IL1	21
BEST1	51
FTH1	71
INCENP	15
SCGB2A1	100
SCGB1D2	133
SCGB2A2	161
SCGB1D4	192
MACROD1	160
STIP1	142
FERMT3	121
TRPT1	100
NUDT22	102
DNAJC4	98
PPP1R14B	79
PLCB3	77
BAD	41
GPR137	42
KCNK4	36
ESRRA	23
TRMT112	8
PRDX5	10
CCDC88B	11
RPS6KA4	30
MIR1237	40
SPDYC	188
CAPN1	176
POLA2	96
DPF2	24
SLC25A45	16
FRMD8	18
NEAT1	54
MIR612	74
MALAT1	20
CCL13	6
LTBP3	41
SSSCA1-AS1	53
EHBP1L1	57
KCNK7	79
MAP3K11	97
SIPA1	121
RELA	146
KAT5	193
MRPL21	192
IGHMBP2	194
MRGPRD	115
MRGPRF	83
MRGPRF-AS1	86
TPCN2	49
CCND1	0
ORAOV1	36
FGF19	65
FGF4	136
FGF3	180
KRTAP5-7	96
KRTAP5-10	79
FAM86C1	27
ALG1L9P	0
ZNF705E	8
DEFB108B	18
RNF121	113
IL18BP	184
PCF11	137
ANKRD42	101
CCDC90B	6
CREBZF	187
CCDC89	166
SYTL2	94
CCDC83	0
ME3	200
PRSS23	83
OR7E2P	15
TMEM135	162
RAB38	164
SMCO4	107
CEP295	8
SCARNA9	68
SNORA25	79
SNORA32	80
SNORD6	80
SNORA1	81
SNORA8	81
SNORD5	82
SNORA18	82
MIR1304	82
SNORA40	84
TAF1D	90
C11ORF54	88
MED17	131
VSTM5	199
FXYD6-FXYD2	176
FXYD6	176
TMPRSS13	123
IL10RA	68
TMPRSS4	21
SCN4B	99
SCN2B	123
MPZL3	199
FAM138D	8
IQSEC3	100
FOXM1	197
RHNO1	199
TULP3	185
TSPAN9	0
PRMT8	104
PARP11	11
CCND2-AS1	0
CCND2	3
C12ORF5	44
FGF23	104
KCNA1	176
VWF	59
CD9	76
PLEKHG6	23
TNFRSF1A	57
SCNN1A	90
CD27-AS1	166
CD27	158
VAMP1	186
LAG3	194
CD4	177
P3H3	138
GNB3	125
USP5	114
TPI1	98
DSTNP2	82
LRRC23	62
C12ORF57	23
PTPN6	15
MIR200C	3
MIR141	2
PHB2	5
SCARNA12	2
LPCAT3	51
C1S	78
C1R	0
C1RL-AS1	5
CRABP1	17
CLSTN3	16
ACSM4	80
CD163	42
APOBEC1	29
GDF3	54
DPPA3	68
CLEC4C	108
NANOGNB	121
NANOG	145
NECAP1	101
CLEC4A	59
POU5F1P3	46
ZNF705A	10
FAM66C	3
FAM90A1	3
FAM86FP	11
LINC00937	159
PHC1	148
M6PR	111
LINC00612	3
A2M-AS1	1
A2M	54
PZP	146
A2MP1	172
LINC00987	176
ST8SIA1	106
C2CD5	103
ETNK1	182
TROAP	29
C1QL4	13
DNAJC22	5
FAM186B	95
GRASP	151
NR4A1	139
ATG101	92
OR7E47P	82
KRT80	31
C12ORF80	50
LINC00592	48
KRT7	70
KRT81	131
KRT83	161
KRT84	194
KRT75	145
KRT6B	128
KRT6A	106
KRT6A	86
KRT5	59
KRT71	27
KRT74	6
KRT72	21
KRT73	38
KRT73-AS1	27
KRT2	71
KRT1	100
KRT77	123
KRT76	82
KRT3	64
KRT4	46
KRT79	25
KRT78	11
KRT8	79
KRT18	76
EIF4B	134
HOXC13-AS	40
HOXC13	43
HOXC12	27
HOTAIR	11
HOXC11	9
HOXC-AS3	4
HOXC10	2
MIR196A2	0
HOXC-AS2	3
HOXC-AS1	0
HOXC6	4
HOXC5	4
MIR615	1
HOXC4	21
SMUG1	11
CBX5	69
HNRNPA1	68
HNRNPA1P10	68
MIR148B	124
SDR9C7	65
TAC3	16
MYO1A	50
C1D	126
MIR1228	192
NTS	2
NUDT4	123
MRPL42	34
SOCS2-AS1	71
SOCS2	68
LINC01486	156
MYO1H	129
KCTD10	38
UBE3B	40
MVK	55
FAM222A	63
FAM222A-AS1	2
GLTP	104
ANAPC5	143
KDM2B	84
ORAI1	61
MORN3	16
TMEM120B	24
RHOF	107
LINC01089	116
SETD1B	116
HPD	177
PSMD9	179
WDR66	149
BCL7A	46
LRRC43	146
IL31	154
CCDC92	66
ZNF664	68
NCOR2	191
SCARB1	104
UBC	155
GALNT9	88
FBRSL1	71
LRCOL1	193
P2RX2	199
PGAM5	198
ANKLE2	145
GOLGA3	78
ZNF26	76
ZNF140	99
ZNF891	46
ZNF10	48
ANHX	58
TPTE2	96
LINC00350	14
MPHOSPH8	31
PSPC1	183
ATP8A2	199
LINC00380	160
LINC00379	40
MIR17HG	94
MIR17	96
MIR18A	97
MIR19A	97
MIR20A	97
MIR19B1	97
MIR92A1	97
GPC5	144
MCF2L-AS1	61
MCF2L	52
F7	74
F10	91
F10-AS1	100
PROZ	126
PCID2	179
CUL4A	177
ATP4B	151
GRK1	144
LINC00552	9
TMEM255B	3
GAS6-AS1	7
GAS6	43
GAS6-AS2	41
LINC00454	62
LINC00452	72
DAD1	114
ABHD4	121
OR6J1	159
OXA1L	110
SLC7A7	54
MRPL52	46
MMP14	40
LRP10	5
REM2	6
PRMT5-AS1	42
PRMT5	54
HAUS4	82
AJUBA	102
C14ORF93	135
PSMB5	160
PSMB11	165
CDH24	182
DHRS4-AS1	49
DHRS4	46
DHRS4L2	82
DHRS4L1	100
CPNE6	164
PCK2	187
PSEN1	162
PGF	181
ACYP1	67
ZC2HC1C	69
NEK9	10
TMED10	39
LINC01220	4
FLVCR2	115
C14ORF1	173
ANGEL1	54
LRRC74A	43
IRF2BPL	38
CIPC	28
ZDHHC22	74
TMEM63C	112
MIR1260A	196
HERC2P3	112
GOLGA6L6	76
GOLGA8CP	58
NBEAP1	137
POTEB	112
POTEB2	112
POTEB3	112
LINC01193	40
KIAA0125P2	22
OR4M2	17
OR4N3P	27
IGHV1OR15-1	64
IGHV1OR15-3	82
OCA2	10
HERC2P11	0
HERC2P9	63
GOLGA8M	123
WHAMMP2	146
PDCD6IPP2	198
NDNL2	128
TJP1	69
CHRFAM7A	8
DNM1P50	9
GOLGA8R	12
GOLGA8Q	148
ULK4P1	168
ULK4P2	168
GOLGA8H	149
HERC2P10	45
TRPM1	110
MIR211	146
KLF13	113
OTUD7A	161
CHRNA7	3
GOLGA8K	61
GOLGA8O	113
GOLGA8N	20
ARHGAP11A	1
SCG5	27
GREM1	104
BUB1B	182
PAK6	104
C15ORF56	88
ANKRD63	59
PLCB2	33
INAFM2	19
DISP2	14
KNSTRN	38
IVD	61
BAHD1	97
CHST14	127
RMDN3	146
GCHFR	139
DNAJC17	94
C15ORF62	133
PPP1R14D	73
SPINT1	59
RHOV	27
VPS18	9
CHAC1	0
INO80	164
UBAP1L	195
PDCD7	167
CLPX	116
CILP	90
PARP16	14
IGDCC3	76
IGDCC4	121
TBC1D21	200
LOXL1-AS1	143
LOXL1	147
STOML1	77
PML	78
GOLGA6A	10
ISLR2	55
ISLR	100
STRA6	92
CYP11A1	54
SEMA7A	122
UBL7	149
UBL7-AS1	147
CLK3	165
EDC3	75
CYP1A1	46
CYP1A2	24
CSK	8
LMAN1L	39
CPLX3	52
SCAMP2	101
MPI	116
FAM219B	135
COX5A	166
RPP25	185
LINGO1	170
TBC1D2B	54
SH2D7	41
CIB2	0
IDH3A	15
ACSBG1	103
DNAJA4	132
WDR61	168
PSMA4	173
CHRNA5	148
CHRNA3	90
CHRNB4	70
ADAMTS7	99
MORF4L1	159
WASIR2	6
POLR3K	39
SNRNP25	37
RHBDF1	58
MPG	62
HBZ	136
HBA2	156
HBA1	160
HBQ1	164
WFIKKN1	184
WDR90	166
RHOT2	147
RHBDL1	140
STUB1	135
WDR24	123
FBXL16	108
METRN	100
FAM173A	94
CCDC78	87
NARFL	72
MSLN	55
MIR662	45
RPUSD1	25
CHTF18	27
GNG13	13
PRR25	10
LMF1	72
LMF1-AS1	105
SOX8	74
SSTR5-AS1	24
SSTR5	16
C1QTNF8	42
TPSG1	171
TPSB2	176
TPSAB1	184
TPSD1	200
RNPS1	196
MIR940	194
ABCA3	123
ABCA17P	125
CCNF	36
NTN3	5
ATP6V0C	47
AMDHD2	54
C16ORF72	70
MIR3179-1	170
MIR3179-2	170
MIR3179-3	170
MIR3179-4	170
MIR3670-1	164
MIR3670-2	164
NPIPA1	134
PDXDC1	97
NTAN1	14
RRN3	24
NPIPA5	51
MPV17L	36
C16ORF45	2
KIAA0430	56
NDE1	58
MIR484	58
MYH11	156
FOPNL	188
XYLT1	50
NOMO2	200
ABCC6P1	193
RPS15A	27
ARL6IP1	39
SMG1	163
GPRC5B	97
ACSM2B	196
ACSM1	81
THUMPD1	30
ACSM3	10
ERI2	33
DCUN1D3	127
LYRM1	125
IGSF6	150
OTOA	120
RRN3P1	16
NPIPB4	55
UQCRC2	148
PDZD9	198
EEF2K	1
POLR3E	27
RRN3P3	115
SMG1P1	112
NPIPB5	188
SCNN1G	1
SCNN1B	117
COG7	20
GGA2	77
EARS2	35
UBFD1	37
NDUFAB1	3
DCTN5	46
PLK1	84
CHP2	159
HS3ST4	152
NSMCE1	153
IL4R	110
IL21R	2
IL21R-AS1	30
KIAA0556	125
NPIPB6	50
EIF3CL	91
CLN3	120
APOBR	120
NUPR1	73
CCDC101	60
SULT1A2	16
SULT1A1	3
NPIPB8	23
NPIPB9	137
ATXN2L	81
TUFM	56
ATP2A1	26
ATP2A1-AS1	22
RABEP2	22
CD19	27
NFATC2IP	46
RRN3P2	60
SMG1P2	88
SPN	41
QPRT	25
C16ORF54	43
ZG16	66
KIF22	53
MAZ	38
PRRT2	32
PAGR1	28
MVP	24
CDIPT	20
CDIPT-AS1	19
SEZ6L2	56
ASPHD1	56
KCTD13	76
TMEM219	42
TAOK2	30
HIRIP3	6
INO80E	8
DOC2A	9
C16ORF92	11
FAM57B	4
ALDOA	1
PPP4C	18
TBX6	0
GDPD3	20
MAPK3	30
CORO1A	88
SEPHS2	186
ZNF768	106
ZNF747	97
ZNF764	74
ZNF688	60
ZNF785	46
ZNF689	22
PRR14	3
FBRS	4
SNORA30	55
PHKG2	93
RNF40	106
BCL7C	8
MIR762HG	29
MIR762	10
CTF1	8
FBXL19-AS1	19
FBXL19	18
ORAI3	4
SETD1A	12
HSD3B7	40
STX1B	67
STX4	61
ZNF668	27
ZNF646	20
PRSS53	3
VKORC1	2
BCKDK	13
KAT8	22
PRSS36	57
FUS	85
PYCARD	110
PYCARD-AS1	107
ITGAX	20
COX6A2	24
ZNF843	9
ARMC5	4
TGFB1I1	8
SLC5A2	18
C16ORF58	45
AHSP	63
CLUHP3	174
VN1R3	63
ZNF267	0
HERC2P4	195
SLC6A10P	127
ENPP7P13	115
LINC01566	28
FRG2DP	90
PIEZO1	152
CDT1	135
GALNS	80
TRAPPC2L	83
PABPN1L	70
CBFA2T3	39
ACSF3	75
LINC00304	10
SLC22A31	32
ZNF778	48
SPG7	71
MRPL13	18
SNORD68	18
CPNE7	3
DPEP1	33
CHMP1A	80
SPATA33	78
CDK10	107
SPATA2L	124
VPS9D1	143
VPS9D1-AS1	132
ZNF276	141
CDRT15	63
HS3ST3B1	1
TRIM16	166
TBC1D26	120
CDRT15P2	87
MEIS3P1	65
ADORA2B	92
ZSWIM7	149
TTC19	146
ATPAF2	181
GID4	183
DRG2	134
MYO15A	113
ALKBH5	39
MIEF2	38
TOP3A	94
SMCR8	92
SHMT1	142
EVPLL	155
KRT17P5	199
EPN2	105
EPN2-AS1	34
B9D1	37
MIR1180	3
MAPK7	35
MFAP4	46
RNF112	68
SLC47A1	191
LGALS9B	183
KRT16P3	146
CDRT15L2	72
CCDC144NL	45
CCDC144NL-AS1	15
USP22	192
KRT18P55	189
TMEM97	179
TNFAIP1	163
POLDIP2	139
TMEM199	141
SEBOX	131
VTN	126
SARM1	127
SLC13A2	25
FOXN1	24
UNC119	55
PIGS	74
ALDOC	79
SPAG5	102
SPAG5-AS1	100
KIAA0100	148
SDF2	165
COPRS	37
UTP6	4
SUZ12	38
LRRC37B	108
CCL2	86
CCL7	101
CCL11	116
CCL8	150
CCL13	182
CCL1	173
C17ORF102	42
TMEM132E	41
GAS2L2	194
MMP28	151
C17ORF50	188
HEATR9	78
CCL5	66
RDM1	16
LYZL6	3
CCL16	34
CCL15-CCL14	55
CCL15	55
CCL23	58
CCL18	14
CCL3	13
CCL4	25
CCL3L3	50
CCL4L1	62
TBC1D3H	117
TBC1D3G	117
TBC1D3F	117
TBC1D3B	85
ZNHIT3	53
MYO19	2
PIGW	5
GGNBP2	4
DHRS11	52
MRM1	62
LHX1	111
AATF	99
ACACA	37
C17ORF78	23
TADA2A	10
DUSP14	93
GPR179	164
SOCS7	157
ARHGAP23	81
SRCIN1	61
MLLT6	35
PSMB3	82
C17ORF98	173
RPL17	186
SNORA21	185
LASP1	200
LRRC37A11P	179
PLXDC1	56
ARL5C	41
CACNB1	10
RPL19	9
STAC2	18
KRT16	184
KRT17	173
KRT42P	157
EIF1	110
GAST	87
HAP1	63
JUP	10
P3H4	14
NT5C3B	38
KLHL10	38
KLHL11	67
ACLY	121
TTC25	130
C17ORF53	143
ASB16	172
ASB16-AS1	190
FAM171A2	172
GPATCH8	99
LINC01180	86
DBF4B	30
ADAM11	20
EFTUD2	7
CCDC103	8
FAM187A	4
KIF18B	41
C1QL1	61
NMT1	67
PLCD3	5
ACBD4	7
MAP3K14-AS1	29
SPATA32	45
MAP3K14	100
ARHGAP27	66
LRRC37A4P	23
CRHR1	44
MAPT-AS1	38
SPPL2C	13
MAPT	35
STH	0
KANSL1	8
KANSL1-AS1	5
ARL17B	75
LRRC37A	6
ARL17A	75
EFCAB13	174
NPEPPS	24
KPNB1	97
TBX21	15
MRPL10	15
SP2	47
SP2-AS1	94
PNPO	92
MIR152	190
ABI3	198
PHB	8
NGFR	86
CHAD	157
RSAD1	149
MYCBPAP	120
SPATA20	81
CACNA1G-AS1	64
CACNA1G	67
ABCC3	6
ANKRD40	81
LUC7L3	90
LINC00483	140
RPL38	113
TTYH2	123
RNF157	167
UBALD2	144
QRICH2	100
PRPSAP1	53
UBE2O	45
AANAT	57
PRCD	117
SNHG16	147
SNORD1C	148
SNORD1B	151
SNORD1A	151
ST6GALNAC2	178
CBX4	160
CCDC40	34
EIF4A3	146
CARD14	176
OXLD1	190
MRPL12	155
SLC25A10	146
GCGR	63
PPP1R27	31
P4HB	5
ALYREF	25
NPB	33
SIRT7	52
MAFG	57
MAFG-AS1	59
PYCR1	71
MYADML2	81
NOTUM	95
NCOA3	163
RFNG	185
LPIN2	112
MYOM1	96
MYL12A	121
MYL12B	136
GAPLINC	199
DLGAP1-AS1	71
DLGAP1-AS2	62
CIDEA	141
TUBB6	87
AFG3L2	16
SLMO1	11
SPIRE1	2
PSMG2	2
CEP76	21
PTPN2	49
FAM210A	97
RNMT	99
MC5R	0
MC2R	91
ZNF519	41
ANKRD20A5P	3
CYP4F35P	78
CXADRP3	44
POTEC	89
RNF125	137
SLC14A2-AS1	186
SLC14A1	28
SIGLEC15	60
EPG5	83
PSTPIP2	188
MIR122	77
ALPK2	102
MALT1	97
ZNF532	93
OACYLP	23
SEC11C	81
C18ORF65	91
LINC00908	124
LINC00683	64
NFATC1	19
CTDP1	33
KCNG2	67
PQLC1	157
MADCAM1	189
BSG	113
POLRMT	50
FGF22	46
MISP	65
PTBP1	111
AZU1	141
ELANE	166
LONP1	173
CATSPERD	175
PRR22	109
DUS3L	102
FUT6	54
FUT3	42
VMAC	8
MAG	183
CD22	145
FFAR1	123
FFAR3	116
GPR42	104
LINC01531	69
KRTDAP	17
DMKN	37
TMEM147-AS1	72
TMEM147	70
ATP4A	90
HAUS5	137
ETV2	166
COX6B1	173
UPK1A	191
UPK1A-AS1	200
CEACAM21	200
CEACAM4	120
CEACAM7	61
CEACAM5	43
CEACAM6	3
CEACAM3	44
ARHGEF1	131
CEACAM1	151
CEACAM8	84
PSG3	60
PSG8	85
PSG10P	175
PSG2	199
PHLDB3	165
ZNF575	138
PINLYP	95
ZNF576	75
SRRM5	59
PLAUR	0
IRGC	44
SMG9	85
ZNF283	155
DKKL1	189
CCDC155	164
GFY	126
SLC17A7	109
PIH1D1	98
ALDH16A1	99
RPL13A	65
SNORD32A	62
SNORD33	62
SNORD34	61
SNORD35A	61
RPS11	56
SNORD35B	55
MIR150	49
SCAF1	89
BCL2L12	112
PRMT1	124
ADM5	124
AP2A1	45
MIR6799	20
PTOV1	38
PTOV1-AS2	48
AKT1S1	66
NUP62	118
ATF5	117
SIGLEC11	150
SIGLEC16	156
LILRB2	198
LILRA5	159
LILRA4	133
LAIR1	107
TTYH1	59
LENG8-AS1	23
LENG8	25
LENG9	9
CDC42EP5	0
LAIR2	28
KIR3DX1	57
LILRA2	98
LILRA1	119
NCR1	188
NLRP2	128
GP6	54
PPP1R12C	24
DNAAF3	74
SYT5	86
PPP6R1	166
HSPBP1	187
POLR1A	110
PTCD3	112
SNORD94	83
IMMT	21
MRPL35	19
REEP1	38
KDM3A	62
CHMP3	46
RNF103-CHMP3	45
RNF103	107
RMND5A	48
CD8A	41
CD8B	95
ANAPC1P1	92
RGPD1	28
RGPD2	188
KRCC1	8
SMYD1	1
FABP1	36
THNSL2	6
EIF2AK3	109
RPIA	44
