GENE	DIST
MFAP2	17
ATP13A2	39
SDHB	9
PADI2	5
PADI1	31
PADI3	11
PADI4	28
PADI6	35
RCC2	36
ARHGEF10L	37
ACTL8	66
IGSF21	14
KLHDC7A	120
PAX7	30
TAS1R2	43
ALDH4A1	8
MIR1290	7
IFFO2	55
UBR4	115
EMC1	92
MRTO4	90
AKR7L	65
AKR7A3	51
AKR7A2	31
PQLC2	29
CAPZB	149
MINOS1	67
MINOS1-NBL1	71
NBL1	22
HTR6	7
TMCO4	9
RNF186	5
OTUD3	36
PLA2G2E	10
PLA2G2A	64
PLA2G5	90
PLA2G2D	41
PLA2G2F	23
PLA2G2C	28
UBXN10-AS1	27
UBXN10	29
VWA5B1	84
LINC01141	68
CAMK2N1	14
MUL1	15
FAM43B	31
CDA	57
PINK1	14
MIR6084	14
PINK1-AS	16
DDOST	25
KIF17	23
SH2D5	37
HP1BP3	91
EIF4G3	25
ECE1	19
NBPF3	73
ALPL	146
RAP1GAP	15
USP48	125
LDLRAD2	152
HSPG2	76
CELA3B	36
CELA3A	13
LINC00339	17
CDC42	43
WNT4	17
ZBTB40	33
EPHA8	87
C1QA	10
C1QC	7
C1QB	9
EPHB2	63
LACTBL1	13
KDM1A	42
LUZP1	18
HTR1D	9
LINC01355	8
HNRNPR	59
ZNF436	31
ZNF436-AS1	30
TCEA3	31
ASAP3	10
E2F2	9
ID3	14
MDS2	11
RPL11	7
PITHD1	21
LYPLA2	26
GALE	14
HMGCL	19
FUCA1	9
PCDHA6	48
MIR378F	68
PNRC2	94
SRSF10	121
MYOM3	93
IL22RA1	58
IFNLR1	18
GRHL3	74
STPG1	23
NIPAL3	25
RCAN3	114
NCMAP	79
SRRM1	13
CLIC4	53
RUNX3	9
SYF2	18
RSRP1	4
RHD	14
TMEM50A	5
RHCE	10
LDLRAP1	23
MAN1C1	7
MTFR1L	10
AUNIP	35
PAQR7	29
STMN1	17
PAFAH2	0
EXTL1	21
SLC30A2	50
TRIM63	43
PDIK1L	8
FAM110D	18
ZNF593	22
CNKSR1	32
CATSPER4	45
CEP85	52
SH3BGRL3	11
UBXN11	5
CD52	8
AIM1L	38
ZNF683	56
LIN28A	88
DHDDS	114
HMGN2	138
RPS6KA1	63
MIR1976	52
ARID1A	10
PIGV	3
ZDHHC18	14
SFN	24
GPN2	16
GPATCH3	22
NR0B2	36
NUDC	45
KDF1	84
TRNP1	55
FAM46B	34
SLC9A1	48
WDTC1	34
TMEM222	22
ACTG1P20	27
SYTL1	43
MAP3K6	20
FCN3	14
CD164L2	1
GPR3	0
WASF2	92
AHDC1	1
FGR	26
IFI6	7
FAM76A	62
STX12	90
PPP1R8	34
SCARNA1	25
THEMIS2	10
POLR1B	58
SMPDL3B	51
XKR8	24
EYA3	1
PTAFR	30
DNAJC8	20
SESN2	15
MED18	30
PHACTR4	14
SNHG3	9
RCC1	5
SNORA73B	0
TRNAU1AP	42
SNHG12	15
SNORD99	22
SNORA61	17
SNORA44	22
SNORA16A	18
RAB42P1	11
TAF12	8
RNU11	4
GMEB1	23
YTHDF2	45
OPRD1	22
EPB41	9
TMEM200B	72
SRSF4	12
MECR	4
PTPRU	8
MATN1	4
MATN1-AS1	3
LAPTM5	3
SDC3	11
PUM1	115
NKAIN1	60
SNRNP40	117
ZCCHC17	113
FABP3	53
SERINC2	9
LINC01225	31
LINC01226	23
TINAGL1	26
HCRTR1	44
PEF1	15
COL16A1	3
ADGRB2	40
SPOCD1	6
PTP4A2	22
KHDRBS1	54
TMEM39B	113
MIR5585	130
KPNA6	147
MARCKSL1	186
FAM229A	162
TSSK3	162
BSDC1	128
ZBTB8B	61
ZBTB8A	20
ZBTB8OS	129
RBBP4	130
SYNC	78
KIAA1522	42
YARS	43
S100PBP	46
FNDC5	59
CACNA1A	41
TMEM54	26
RNF19B	42
AK2	30
AZIN2	6
TRIM62	98
ZNF362	41
A3GALT2	22
PHC2	9
ZSCAN20	2
MIR552	73
GJB5	6
GJB4	15
GJB3	10
GJA4	6
SMIM12	1
DLGAP3	77
ZMYM6	172
ZMYM1	125
SFPQ	11
ZMYM4	29
ZMYM4-AS1	69
KIAA0319L	7
NCDN	9
TFAP2E	7
PSMB2	65
C1ORF216	3
CLSPN	5
AGO4	35
AGO1	109
AGO3	155
TEKT2	14
ADPRHL2	6
COL8A2	21
TRAPPC3	5
MAP7D1	3
THRAP3	42
SH3D21	19
EVA1B	28
STK40	36
LSM10	26
OSCP1	29
MRPS15	45
CSF3R	68
LINC01137	22
ZC3H12A	22
MEAF6	27
SNIP1	5
DNALI1	0
GNL2	9
RSPO1	35
C1ORF109	9
CDCA8	4
EPHA10	49
MANEAL	17
YRDC	2
C1ORF122	9
MYT1	3
INPP5B	20
SF3A3	17
FHL3	26
POU3F1	24
LINC01343	192
RRAGC	34
MYCBP	44
GJD2	52
RHBDL2	113
AKIRIN1	112
NDUFS5	75
MACF1	13
BMP8A	48
OXCT2P1	26
PPIEL	23
PABPC4	34
SNORA55	31
HEYL	25
NT5C1A	13
HPCAL4	28
PPIE	21
BMP8B	28
OXCT2	48
TRIT1	44
MYCL	29
MFSD2A	19
CAP1	11
PPT1	20
RLF	17
TMCO2	95
ZMPSTE24	79
COL9A2	18
SMOC2	17
ZFP69B	13
ZFP69	19
EXO5	7
ZNF684	27
RIMS3	110
NFYC-AS1	87
NFYC	70
MIR30E	25
MIR30C1	20
KCNQ4	5
CITED4	18
CTPS1	32
SLFNL1	77
SCMH1	29
FOXO6	34
EDN2	53
GUCA2B	189
GUCA2A	182
FOXJ3	9
RIMKLA	41
ZMYND12	121
PPCS	113
CCDC30	122
PPIH	79
YBX1	64
CLDN19	5
P3H1	19
C1ORF50	19
ERMAP	46
ZNF691	65
SLC2A1	40
SLC2A1-AS1	40
FAM183A	81
EBNA1BP2	55
CFAP57	61
TMEM125	48
C1ORF210	59
TIE1	79
MPL	84
CDC20	60
ELOVL1	47
MED8	26
SZT2	29
SZT2-AS1	32
HYI	40
PTPRF	7
KDM4A	23
KDM4A-AS1	6
ST3GAL3	8
ARTN	4
IPO13	12
DPH2	34
ATP6V0B	38
B4GALT2	42
CCDC24	57
SLC6A9	11
KLF17	82
DMAP1	8
ERI3	20
ERI3-IT1	32
RNF220	31
MIR5584	49
TMEM53	50
KIF2C	18
RPS8	51
SNORD55	45
SNORD46	48
SNORD38A	44
SNORD38B	48
BEST4	39
PLK3	22
BTBD19	20
PTCH2	18
EIF2B3	24
HECTD3	2
UROD	0
ZSWIM5	93
HPDL	27
MUTYH	8
TOE1	10
TESK2	4
MMACHC	2
PRDX1	22
AKR1A1	23
NASP	13
CCDC17	59
GPBP1L1	117
RPS15AP10	79
TMEM69	117
IPP	181
PIK3R3	52
TSPAN1	13
POMGNT1	2
LURAP1	25
RAD54L	4
LRRC41	50
UQCRH	50
NSUN4	16
FAAH	49
FAAHP1	20
LINC01398	9
DMBX1	22
KNCN	31
MKNK1	78
MOB3C	95
ATPAF1	142
TEX38	144
EFCAB14-AS1	150
EFCAB14	149
CYP4B1	75
CYP4Z2P	38
CYP4A11	79
CYP4X1	93
CYP4Z1	114
CYP4A22	42
LINC00853	3
PDZK1IP1	17
TAL1	54
STIL	116
CMPK1	105
LINC01389	6
FOXE3	18
FOXD2-AS1	9
FOXD2	3
TRABD2B	3
SLC5A9	23
SPATA6	96
BEND5	37
DMRTA2	58
FAF1	91
CDKN2C	101
C1ORF185	94
LINC01562	50
RNF11	49
TTC39A	133
TTC39A-AS1	136
MIR761	63
RAB3B	12
TXNDC12	59
KTI12	36
TXNDC12-AS1	52
BTF3L4	55
ZFYVE9	5
CC2D1B	67
SLC25A15	108
PRPF38A	110
ZCCHC11	139
GPX7	89
COA7	2
ZYG11B	25
ZYG11A	143
PODN	125
SLC1A7	43
CPT2	12
C1ORF123	34
MAGOH	48
LRP8	47
SLC25A3P1	53
DMRTB1	66
GLIS1	130
NDC1	25
YIPF1	1
DIO1	7
HSPB11	8
LRRC42	9
LDLRAD1	54
TMEM59	17
TCEANC2	23
CDCP2	86
CYB5RL	129
MRPL37	133
SSBP3	8
SSBP3-AS1	163
ACOT11	51
FAM151A	56
MROH7	42
MROH7-TTC4	38
TTC4	37
PARS2	45
TTC22	13
DHCR24	65
TMEM61	23
BSND	1
PCSK9	42
USP24	66
PRKAA2	60
C8A	26
C8B	137
DAB1-AS1	179
OMA1	41
TACSTD2	55
MYSM1	39
JUN	49
LINC01135	50
HOOK1	58
CYP2J2	21
C1ORF87	124
NFIA-AS2	134
TM2D1	126
INADL	113
L1TD1	20
KANK4	90
USP1	32
DOCK7	61
ANGPTL3	93
ATG4C	42
LINC00466	7
FOXD3-AS1	10
FOXD3	7
MIR6068	13
ALG6	51
ITGB3BP	84
EFCAB7	84
DLEU2L	63
PGM1	2
RORA	99
ROR1-AS1	32
UBE2U	40
CACHD1	200
RAVER2	70
JAK1	13
LINC01359	43
MIR101-1	2
AK4	62
DNAJC6	30
LEPROT	15
LEPR	95
PDE4B	41
SGIP1	77
TCTEX1D1	16
INSL5	42
WDR78	67
MIER1	69
SLC35D1	67
C1ORF141	5
IL23R	18
IL12RB2	32
SERBP1	67
GADD45A	2
GNG12	74
GNG12-AS1	71
DIRAS3	66
WLS	108
MIR1262	62
RPE65	9
DEPDC1	56
DEPDC1-AS1	59
LRRC7	33
PIN1P1	195
LRRC40	71
SRSF11	85
ANKRD13C	5
HHLA3	3
VSIG2	5
PTGER3	5
ZRANB2-AS1	6
ZRANB2	31
MIR186	11
ZRANB2-AS2	29
ERICH3	101
ERICH3-AS1	195
CRYZ	37
TYW3	45
LHX8	72
SLC44A5	17
ACADM	7
RABGGTB	1
SNORD45C	2
SNORD45A	0
SNORD45B	7
MSH4	13
ASB17	152
ST6GALNAC3	85
ST6GALNAC5	36
PIGK	74
AK5	133
ZZZ3	152
FUBP1	129
DNAJB4	109
GIPC2	69
PTGFR	118
IFI44L	4
IFI44	17
ADGRL4	168
TTLL7	76
PRKACB	11
SAMD13	141
UOX	51
DNASE2B	29
RPF1	42
GNG5	74
SPATA1	65
CTBS	53
LINC01555	6
SSX2IP	66
LPAR3	49
MCOLN2	53
MCOLN3	104
WDR63	116
SYDE2	60
C1ORF52	7
BCL10	21
DDAH1	62
CYR61	60
ZNHIT6	4
COL24A1	142
ODF2L	20
CLCA2	43
CLCA1	37
CLCA4	48
CLCA3P	110
SH3GLB1	37
HS2ST1	88
LINC01140	6
LMO4	12
LINC01364	57
GTF2B	106
RBMXL1	8
GBP3	27
GBP1	22
GBP2	39
GBP7	78
GBP4	51
GBP5	24
GBP6	6
GBP1P1	46
LRRC8B	38
LRRC8C	0
LRRC8D	19
GEMIN8P4	4
ZNF326	2
BARHL2	3
ZNF644	63
HFM1	108
CDC7	14
TGFBR3	36
BRDT	23
EPHX4	29
SETSIP	77
BTBD8	81
KIAA1107	150
C1ORF146	94
GLMN	17
RPAP2	17
GFI1	8
EVI5	32
RPL5	14
SNORD21	25
SNORA66	21
FAM69A	34
MTF2	18
TMED5	121
CCDC18	123
DR1	35
FNBP1L	9
BCAR3	10
MIR760	12
DNTTIP2	44
GCLM	75
ABCA4	64
ARHGAP29	92
ABCD3	52
F3	65
SLC44A3	14
CNN3	77
ALG14	34
TMEM56	78
TMEM56-RWDD3	80
RWDD3	197
PTBP2	127
DPYD-AS1	46
DPYD	127
MIR137HG	3
MIR137	2
SNX7	128
PALMD	58
FRRS1	42
AGL	40
SLC35A3	74
SASS6	11
TRMT13	11
LRRC39	39
DBT	111
RTCA-AS1	127
RTCA	131
MIR553	140
CDC14A	105
GPR88	86
LINC01349	191
VCAM1	149
EXTL2	26
SLC30A7	27
DPH5	109
S1PR1	56
LINC01307	12
COL11A1	2
RNPC3	14
AMY2B	43
ACTG1P4	60
AMY2A	107
AMY1C	142
AMY1A	144
AMY1B	146
PRMT6	8
NTNG2	7
VAV3	160
VAV3-AS1	165
SLC25A24	76
NBPF4	124
FAM102B	9
HENMT1	99
PRPF38B	128
FNDC7	117
STXBP3	90
AKNAD1	35
SPATA42	32
GPSM2	25
CLCC1	68
WDR47	68
TAF13	32
TMEM167B	26
SCARNA2	14
C1ORF194	6
KIAA1324	9
SARS	53
CELSR2	19
PSRC1	8
MYBPHL	30
SORT1	6
PSMA5	18
SYPL2	11
ATXN7L2	12
CYB561D1	7
AMIGO1	15
GPR61	8
GNAI3	8
MIR197	30
GNAT2	16
AMPD2	12
GSTM4	0
GSTM2	16
GSTM1	35
GSTM5	60
GSTM3	36
EPS8L3	11
CSF1	76
AHCYL1	19
STRIP1	30
ALX3	18
LINC01397	27
UBL4B	8
SLC6A17	48
KCNC4-AS1	8
KCNC4	8
RBM15	9
SLC16A4	23
LAMTOR5	6
LAMTOR5-AS1	9
PROK1	6
CYMP	24
KCNA10	15
KCNA2	8
KCNA3	46
CD53	9
LRIF1	31
DRAM2	82
CEPT1	83
DENND2D	20
CHI3L2	7
CHIAP2	56
CHIA	47
PIFO	16
PGCP1	57
OVGP1	62
WDR77	38
C1ORF162	16
ADORA3	4
LINC01160	11
RAP1A	22
FAM212B	15
FAM212B-AS1	13
DDX20	2
KCND3-IT1	105
KCND3-AS1	157
CTTNBP2NL	0
WNT2B	0
ST7L	6
CAPZA1	7
MOV10	40
RHOC	1
PPM1J	3
FAM19A3	6
LINC01356	30
SLC16A1	81
AKR7A2P1	44
SLC16A1-AS1	79
LRIG2	27
MAGI3	62
PHTF1	71
RSBN1	22
AP4B1-AS1	26
PTPN22	32
BCL2L15	22
AP4B1	7
DCLRE1B	5
HIPK1-AS1	29
HIPK1	31
OLFML3	7
SYT6	130
TRIM33	160
BCAS2	89
DENND2C	3
AMPD1	30
NRAS	45
CSDE1	92
SIKE1	115
SYCP1	126
TSHB	55
TSPAN2	28
NGF	136
VANGL1	37
CASQ2	2
NHLH2	36
SLC22A15	6
MAB21L3	134
ATP1A1	9
ATP1A1-AS1	56
CD58	4
IGSF3	8
MIR320B1	10
C1ORF137	24
CD2	15
PTGFRN	89
CD101	58
TTF2	4
MIR942	37
TRIM45	64
VTCN1	146
LINC01525	71
MAN1A2	10
FAM46C	63
GDAP2	28
WDR3	28
SPAG17	33
TBX15	3
WARS2	145
WARS2-IT1	60
HAO2	4
HAO2-IT1	7
HSD3B2	51
HSD3B1	119
HSD3BP4	62
LINC00622	21
ZNF697	21
PHGDH	46
HMGCS2	100
REG4	135
NBPF7	98
ADAM30	44
NOTCH2	114
PDE4DIP	61
SEC22B	6
NOTCH2NL	93
NBPF10	131
HFE2	5
TXNIP	15
POLR3GL	19
ANKRD34A	16
LIX1L	24
RBM8A	37
GNRHR2	27
PEX11B	33
ITGA10	18
ANKRD35	9
PIAS3	12
NUDT17	2
POLR3C	26
RNF115	28
CD160	12
PDZK1	0
GPR89A	106
RNVU1-8	21
NBPF13P	13
PRKAB2	6
CHD1L	7
PDIA3P1	7
FMO5	25
LINC00624	25
BCL9	50
ACP6	180
GJA5	118
GJA8	14
GPR89B	38
NBPF25P	120
FAM231D	53
HIST2H3PS2	170
HIST2H2BF	151
FCGR1A	183
HIST2H3D	150
HIST2H4A	135
HIST2H4B	129
HIST2H3A	122
HIST2H3C	120
HIST2H2AA4	123
HIST2H2AA4	119
HIST2H2BE	73
HIST2H2AC	76
HIST2H2AB	72
BOLA1	62
SV2A	44
SF3B4	33
MTMR11	25
OTUD7B	35
VPS45	12
PLEKHO1	21
ANP32E	67
CA14	92
APH1A	102
C1ORF54	101
CIART	113
MRPS21	126
PRPF3	154
RPRD2	193
TARS2	82
ECM1	62
FALEC	54
ADAMTSL4	18
ADAMTSL4-AS1	14
MCL1	21
ENSA	19
GOLPH3L	87
HORMAD1	112
CTSS	151
CTSK	200
ARNT	134
SETDB1	89
CERS2	40
ANXA9	33
BNIPL	27
C1ORF56	36
CDC42SE1	38
MLLT11	42
GABPB2	31
SEMA6C	4
TNFAIP8L2	2
LYSMD1	11
SCNM1	13
TMOD4	24
VPS72	40
PIP5K1A	46
PSMD4	9
ZNF687	35
PI4KB	80
RFX5	102
SELENBP1	123
PSMB4	150
POGZ	138
CGN	88
TUFT1	61
MIR554	54
SNX27	16
CELF3	21
RIIAD1	14
MRPL9	31
OAZ3	26
TDRKH	43
LINGO4	34
RORC	4
C2CD4D	8
THEM5	23
THEM4	25
S100A10	6
S100A11	27
TCHHL1	33
TCHH	57
RPTN	26
HRNR	37
FLG	122
FLG-AS1	126
FLG2	83
CRNN	27
LCE5A	53
CRCT1	57
LCE3E	87
LCE3D	79
LCE3C	61
LCE3B	46
LCE3A	32
LINC00302	2
LCE2D	11
LCE2C	23
LCE2B	30
LCE2A	46
LCE4A	59
C1ORF68	65
KPRP	108
LCE1F	97
LCE1E	89
LCE1D	82
LCE1C	64
LCE1B	65
LCE1A	50
LCE6A	30
SMCP	8
IVL	18
SPRR4	46
SPRR1A	62
SPRR3	81
SPRR1B	105
SPRR2D	117
SPRR2A	139
SPRR2B	121
SPRR2E	102
SPRR2F	82
SPRR2C	54
SPRR2G	46
LELP1	15
PRR9	24
LOR	68
PGLYRP3	47
PGLYRP4	7
S100A9	1
S100A12	27
S100A8	40
S100A7A	64
S100A7L2	45
S100A7	27
S100A6	29
S100A5	31
S100A4	23
S100A3	25
S100A2	3
HRNR	50
S100A11P1	47
S100A13	49
S100A1	47
CHTOP	44
SNAPIN	23
ILF2	4
NPR1	2
INTS3	23
SLC27A3	23
GATAD2B	62
DENND4B	36
CRTC2	26
SLC39A1	21
CREB3L4	17
JTB	7
RAB13	8
RPS27	4
NUP210L	32
MIR5698	83
TPM3	2
MIR190B	9
C1ORF189	28
C1ORF43	38
UBAP2L	34
HAX1	3
AQP10	56
ATP8B2	58
IL6R	82
SHE	24
TDRD10	22
UBE2Q1	9
UBE2Q1-AS1	8
CHRNB2	7
ADAR	44
KCNN3	14
PMVK	63
PBXIP1	77
PYGO2	86
SHC1	96
CKS1BP3	94
FLAD1	82
LENEP	75
ZBTB7B	66
DCST2	31
DCST1	35
ADAM15	18
EFNA4	4
EFNA3	17
EFNA1	33
SLC50A1	37
DPM3	30
KRTCAP2	6
TRIM46	6
MUC1	23
MIR92B	23
THBS3	38
MTX1	36
GBAP1	24
GBA	12
FAM189B	7
SCAMP3	16
CLK2	21
HCN3	27
PKLR	53
FDPS	55
RUSC1-AS1	78
RUSC1	74
ASH1L	34
MIR555	100
POU5F1P4	167
ASH1L-AS1	38
MSTO1	15
YY1AP1	98
GON4L	78
SYT11	78
RIT1	22
SNORA80E	17
SCARNA4	11
RXFP4	2
ARHGEF2	14
SSR2	34
UBQLN4	18
LAMTOR2	13
RAB25	13
MEX3A	9
LMNA	20
SEMA4A	4
SLC25A44	35
PMF1	16
PMF1-BGLAP	10
BGLAP	20
PAQR6	30
SMG5	33
TMEM79	38
GLMP	21
VHLL	17
CCT3	21
TSACC	22
RHBG	25
C1ORF61	19
MIR9-1	21
MEF2D	44
IQGAP3	40
TTC24	31
GPATCH4	5
HAPLN2	10
BCAN	35
NES	74
CRABP2	98
ISG20L2	73
RRNAD1	75
MRPL24	62
HDGF	56
PRCC	42
SH2D2A	15
INSRR	4
NTRK1	8
PEAR1	35
LRRC71	58
ARHGEF11	48
MIR765	78
ETV3L	14
ETV3	25
CYCSP52	38
FCRL5	60
FCRL4	110
FCRLB	190
FCRL1	141
CD5L	121
CD1D	58
CD1A	130
CD1C	172
CD1B	178
CD1E	156
OR10T2	110
OR10K2	85
OR10K1	40
OR10R2	30
OR6Y1	43
OR6P1	58
OR10X1	79
OR10Z1	101
SPTA1	106
OR6K2	93
OR6K3	77
OR6K6	44
OR6N1	27
OR6N2	18
MNDA	11
PYHIN1	69
IFI16	12
AIM2	6
CADM3	14
CADM3-AS1	7
ACKR1	10
FCER1A	77
OR10J3	100
PPIAP10	86
PTPMT1	23
FCRL6	5
SLAMF8	18
VSIG8	30
CFAP45	12
TAGLN2	18
IGSF9	10
SLAMF9	23
LINC01133	26
PIGM	14
KCNJ10	15
KCNJ9	4
IGSF8	1
ATP1A2	13
ATP1A4	49
CASQ1	8
PEA15	8
DCAF8	10
PEX19	6
COPA	34
SUMO1P3	25
NCSTN	38
NHLH1	9
VANGL2	30
SLAMF6	23
CD84	27
SLAMF1	38
CD48	16
SLAMF7	16
LY9	21
CD244	13
ITLN1	12
ITLN2	7
F11R	75
TSTD1	91
USF1	99
ARHGAP30	120
KLHDC9	106
PFDN2	80
NIT1	84
DEDD	70
UFC1	44
USP25	41
PPOX	36
B4GALT3	20
ADAMTS4	4
NDUFS2	0
FCER1G	15
APOA2	7
TOMM40L	2
NR1I3	11
PCP4L1	34
MPZ	20
SDHC	22
CFAP126	19
FCGR2A	36
HSPA6	13
FCGR3A	21
FCGR2C	49
HSPA7	44
FCGR3B	18
FCGR2B	16
RPL31P11	47
FCRLA	29
DUSP12	5
ATF6	22
OLFML2B	14
NOS1AP	6
MIR556	55
C1ORF226	13
SH2D1B	20
UHMK1	107
UAP1	66
DDR2	8
HSD17B7P2	19
RGS4	8
RP11-267N12.3	5
NUF2	5
LMX1A	36
RXRG	57
LRRC52	52
MGST3	30
ALDH9A1	22
TMCO1	57
UCK2	86
FMO9P	128
POGK	76
TADA1	37
ILDR2	66
MAEL	70
GPA33	25
DUSP27	30
LINC01363	66
POU2F1	45
CD247	20
CREG1	18
RCSD1	29
MPZL1	9
ADCY10	22
MPC2	4
DCAF6	6
MIR1255B2	61
GPR161	79
TIPRL	40
SFT2D2	8
ANKRD36BP1	34
TBX19	67
MIR557	34
XCL2	24
XCL1	11
DPT	126
LINC00626	186
NME7	25
BLZF1	21
CCDC181	86
SLC19A2	62
F5	12
SELP	29
SELL	5
SELE	28
METTL18	14
C1ORF112	14
CCL15	26
KIFAP3	159
GORAB	4
PRRX1	32
MROH9	33
FMO3	124
MIR1295A	127
FMO6P	89
FMO4	45
FMO1	31
PRRC2C	3
MYOC	16
VAMP4	64
METTL13	26
DNM3	43
DNM3-IT1	59
DNM3OS	153
MIR214	148
MIR199A2	153
C1ORF105	10
PIGC	9
SUCO	79
FASLG	51
TNFSF18	151
TNFSF4	3
PRDX5	46
SLC9C2	172
ANKRD45	154
KLHL20	113
CENPL	0
DARS2	2
GAS5-AS1	40
GAS5	43
ZBTB37	45
SERPINC1	94
RC3H1	87
RABGAP1L	52
GPR52	188
CACYBP	0
MRPS14	7
TNN	49
KIAA0040	37
RFWD2	132
SCARNA3	107
PAPPA2	98
ASTN1	11
MIR488	138
BRINP2	11
SEC16B	52
RASAL2-AS1	61
RASAL2	63
TEX35	8
C1ORF220	1
RALGPS2	29
ANGPTL1	104
FAM20B	23
TOR3A	2
ABL2	139
SOAT1	77
AXDND1	7
NPHS2	133
TDRD5	121
FAM163A	16
TOR1AIP2	6
TOR1AIP1	2
CEP350	6
QSOX1	28
LHX4	28
ACBD6	11
OVAAL	25
XPR1	92
KIAA1614	6
KIAA1614-AS1	41
STX6	13
MR1	2
IER5	12
CACNA1E	8
ZNF648	9
LINC01344	15
GLUL	4
TEDDM1	9
LINC00272	10
RGSL1	4
RNASEL	9
RGS16	13
RGS8	79
NPL	4
DHX9	17
SHCBP1L	5
LAMC1	61
LAMC2	42
NMNAT2	60
SMG7-AS1	8
SMG7	10
NCF2	37
ARPC5	15
RGL1	11
APOBEC4	6
COLGALT2	23
TSEN15	9
C1ORF21	166
EDEM3	51
FAM129A	7
RNF2	67
TRMT1L	26
SWT1	28
IVNS1ABP	145
LINC01350	72
HMCN1	43
PRG4	34
TPR	11
OCLM	10
PNKD	23
PTGS2	79
PACERR	73
PLA2G4A	161
LINC01036	107
RGS21	159
RGS1	27
RGS2	7
LINC01032	62
UCHL5	48
TROVE2	45
GLRX2	21
CDC73	6
MIR1278	11
B3GALT2	67
LINC01031	181
KCNT2	50
CFH	13
CFHR3	117
CFHR1	160
DENND1B	101
C1ORF53	21
LHX9	15
NEK7	70
ATP6V1G3	80
PTPRC	131
MIR181A1HG	162
MIR181B1	90
MIR181A1	84
NR5A2	111
LINC00862	98
ZNF281	76
KIF14	3
DDX59	47
CAMSAP2	64
GPR25	72
C1ORF106	77
MROH3P	40
KIF21B	20
CACNA1S	6
ASCL5	0
TMEM9	45
IGFN1	79
PKP1	163
TNNT2	69
LAD1	49
TNNI1	25
PHLDA3	26
CSRP1	12
IPO9-AS1	46
NAV1	34
MIR1231	23
