GENE	DIST
GPSM2	19
CLCC1	6
WDR47	72
TAF13	108
TMEM167B	117
SCARNA2	126
C1ORF194	144
KIAA1324	140
SARS	81
CELSR2	43
PSRC1	12
MYBPHL	19
SORT1	59
PSMA5	24
SYPL2	13
ATXN7L2	34
CYB561D1	44
AMIGO1	60
GPR61	86
GNAI3	97
MIR197	151
GNAT2	164
AMPD2	153
GSTM4	121
GSTM2	111
GSTM1	87
GSTM5	61
GSTM3	36
EPS8L3	7
CSF1	76
AHCYL1	17
STRIP1	54
ALX3	91
LINC01397	103
UBL4B	133
SLC6A17	171
DRAM2	175
CEPT1	173
DENND2D	110
CHI3L2	89
CHIAP2	32
CHIA	22
PIFO	37
PGCP1	84
OVGP1	116
WDR77	139
C1ORF162	160
ADORA3	198
FAM212B	141
FAM212B-AS1	145
DDX20	129
KCND3	67
KCND3-IT1	30
KCND3-AS1	6
CTTNBP2NL	82
WNT2B	157
ST7L	1
CAPZA1	5
MOV10	2
RHOC	38
PPM1J	49
FAM19A3	53
LINC01356	183
MAGI3	81
PHTF1	12
RSBN1	67
AP4B1-AS1	61
PTPN22	122
BCL2L15	140
AP4B1	155
DCLRE1B	153
HIPK1-AS1	181
HIPK1	204
SYT6	118
NGF	25
VANGL1	190
CASQ2	64
NHLH2	15
SLC22A15	147
ATP1A1	204
ATP1A1-AS1	152
CD58	2
IGSF3	101
MIR320B1	102
C1ORF137	126
CD2	181
TTF2	153
MIR942	118
TRIM45	91
VTCN1	9
LINC01525	39
MAN1A2	16
FAM46C	188
SPAG17	27
TBX15	122
WARS2	100
WARS2-IT1	180
HAO2	129
HAO2-IT1	127
HSD3B2	112
HSD3B1	22
HSD3BP4	2
LINC00622	41
ZNF697	90
PHGDH	150
HMGCS2	92
REG4	49
NBPF7	16
ADAM30	11
NOTCH2	22
FAM72B	5
HIST2H2BA	6
FCGR1B	13
SRGAP2-AS1	10
SRGAP2B	5
SRGAP2C	1
EMBP1	10
MIR6077	6
LINC01138	6
PPIAL4C	5
FAM72D	14
FAM72C	10
NBPF19	62
LINC00623	189
LINC00869	188
NBPF8	8
PFN1P2	5
NBPF9	5
PDE4DIP	21
SEC22B	33
NOTCH2NL	9
NBPF10	13
HFE2	12
TXNIP	17
POLR3GL	6
ANKRD34A	4
LIX1L	15
RBM8A	43
GNRHR2	50
PEX11B	55
ITGA10	47
ANKRD35	22
PIAS3	15
NUDT17	10
POLR3C	5
RNF115	6
CD160	3
PDZK1	7
GPR89A	10
PDZK1P1	111
PDE4DIPP1	145
NBPF12	106
RNVU1-8	2
NBPF13P	14
PRKAB2	50
CHD1L	52
PDIA3P1	55
FMO5	10
LINC00624	5
BCL9	24
ACP6	45
GJA5	23
GJA8	7
GPR89B	6
NBPF11	93
RNVU1-19	5
NBPF26	6
PPIAL4D	14
PPIAL4E	8
PPIAL4F	8
NBPF14	8
NBPF25P	9
NBPF15	6
DRD5P2	20
FAM231D	8
HIST2H3PS2	3
PPIAL4A	36
PPIAL4C	34
HIST2H2BF	2
FCGR1A	1
HIST2H3D	3
HIST2H4A	20
HIST2H4B	22
HIST2H3A	32
HIST2H3C	34
HIST2H2AA4	30
HIST2H2AA4	30
HIST2H2BE	4
HIST2H2AC	8
HIST2H2AB	9
BOLA1	19
SV2A	41
SF3B4	46
MTMR11	51
OTUD7B	32
VPS45	83
PLEKHO1	165
ANP32E	141
CA14	119
APH1A	106
C1ORF54	102
CIART	93
MRPS21	83
PRPF3	58
RPRD2	11
TARS2	19
ECM1	10
FALEC	12
ADAMTSL4	51
ADAMTSL4-AS1	50
MCL1	43
ENSA	8
GOLPH3L	75
HORMAD1	101
CTSS	85
CTSK	45
ARNT	31
SETDB1	63
CERS2	6
ANXA9	5
BNIPL	43
C1ORF56	58
CDC42SE1	70
MLLT11	68
GABPB2	77
SEMA6C	161
TNFAIP8L2	165
LYSMD1	180
SCNM1	176
TMOD4	184
VPS72	202
PSMD4	162
ZNF687	133
PI4KB	87
RFX5	66
SELENBP1	44
PSMB4	13
POGZ	49
CGN	97
TUFT1	130
MIR554	138
SNX27	71
CELF3	41
RIIAD1	44
MRPL9	27
OAZ3	32
TDRKH	0
LINGO4	15
RORC	44
C2CD4D	49
THEM5	62
THEM4	35
S100A10	17
S100A11	20
TCHHL1	6
TCHH	25
RPTN	23
HRNR	14
FLG	10
FLG-AS1	21
FLG2	13
CRNN	6
LCE5A	23
CRCT1	22
LCE3E	81
LCE3D	73
LCE3C	58
LCE3B	43
LCE3A	34
LINC00302	7
LCE2D	6
LCE2C	17
LCE2B	19
LCE2A	11
LCE4A	5
C1ORF68	21
KPRP	56
LCE1F	72
LCE1E	86
LCE1D	93
LCE1C	109
LCE1B	114
LCE1A	129
LCE6A	112
SMCP	77
IVL	44
SPRR4	19
SPRR1A	36
SPRR3	48
SPRR1B	77
SPRR2D	95
SPRR2A	105
SPRR2B	111
SPRR2E	92
SPRR2F	68
SPRR2C	42
SPRR2G	34
LELP1	19
PRR9	21
LOR	22
PGLYRP3	69
PGLYRP4	109
S100A9	120
S100A12	140
S100A8	155
S100A7A	129
S100A7L2	101
S100A7	84
S100A6	7
S100A5	4
S100A4	8
S100A3	11
S100A2	26
HRNR	72
S100A11P1	65
S100A13	55
S100A1	61
CHTOP	53
SNAPIN	26
ILF2	10
NPR1	6
INTS3	38
SLC27A3	29
GATAD2B	58
DENND4B	38
CRTC2	22
SLC39A1	23
CREB3L4	15
JTB	7
RAB13	4
RPS27	13
NUP210L	179
MIR5698	123
EFNA1	181
SLC50A1	171
DPM3	167
KRTCAP2	130
TRIM46	129
MUC1	115
MIR92B	115
THBS3	96
MTX1	103
GBAP1	80
GBA	62
FAM189B	52
SCAMP3	45
CLK2	36
HCN3	30
PKLR	2
FDPS	4
RUSC1-AS1	25
RUSC1	19
MIR555	48
POU5F1P4	126
C1ORF61	152
MIR9-1	159
MEF2D	89
IQGAP3	3
TTC24	5
GPATCH4	27
HAPLN2	49
BCAN	67
NES	107
CRABP2	135
ISG20L2	160
RRNAD1	156
MRPL24	166
HDGF	179
PRCC	193
ARHGEF11	172
ETV3L	120
ETV3	79
CYCSP52	91
OR6Y1	170
OR6P1	154
OR10X1	138
OR10Z1	115
SPTA1	33
OR6K2	17
OR6K3	5
OR6K6	40
OR6N1	54
OR6N2	65
MNDA	119
F11R	184
TSTD1	165
USF1	165
ARHGAP30	140
KLHDC9	111
PFDN2	86
NIT1	94
DEDD	75
UFC1	54
USP25	48
PPOX	39
B4GALT3	30
ADAMTS4	11
NDUFS2	6
FCER1G	4
APOA2	13
TOMM40L	15
NR1I3	8
PCP4L1	16
MPZ	68
SDHC	65
CFAP126	6
FCGR2A	49
HSPA6	41
FCGR3A	14
FCGR2C	5
HSPA7	31
FCGR3B	14
FCGR2B	13
RPL31P11	8
FCRLA	10
DUSP12	13
ATF6	29
CACYBP	163
MRPS14	135
TNN	95
KIAA0040	39
GPR25	115
C1ORF106	99
MROH3P	57
KIF21B	32
CACNA1S	29
ASCL5	30
TMEM9	75
IGFN1	86
PKP1	12
TNNT2	106
LAD1	124
TNNI1	146
PHLDA3	200
IPO9-AS1	75
NAV1	167
MIR1231	102
IPO9	77
SHISA4	20
LMOD1	41
TIMM17A	54
RNPEP	79
ELF3	102
GPR37L1	17
ARL8A	43
PTPN7	62
PTPRVP	65
LGR6	96
SYT2	45
KDM5B	39
PCAT6	39
MGAT4EP	28
RABIF	48
KLHL12	87
ADIPOR1	113
CYB5R1	128
TMEM183A	160
PPFIA4	185
SNORA77	137
LAX1	101
ZC3H11A	75
ZBED6	75
SNRPE	5
LINC00303	85
SOX13	53
ETNK2	33
KCTD11	45
KISS1	50
GOLT1A	32
PLEKHA6	117
PPP1R15B	172
CNTN2	57
TMEM81	10
RBBP5	4
DSTYK	86
TMCC2	93
NUAK2	27
KLHDC8A	14
LEMD1-AS1	26
LEMD1	11
MIR135B	37
CDK18	36
ELK4	84
SLC45A3	36
NUCKS1	40
RAB29	13
SLC41A1	32
PM20D1	6
SLC26A9	84
FAM72A	7
AVPR1B	58
CTSE	3
SRGAP3	13
SRGAP2D	11
IKBKE	19
RASSF5	20
EIF2D	3
DYRK3	22
MAPKAPK2	37
IL10	24
IL19	6
IL20	43
IL24	27
PIGR	25
FCAMR	51
C1ORF116	14
YOD1	34
PFKFB2	32
C4BPB	23
C4BPA	8
CD55	33
CR2	107
CR1	76
CR1L	78
CD46	44
MIR29C	11
MIR29B2	13
CD34	29
PLXNA2	19
INTS7	88
DTL	87
PPP2R5A	164
SMYD2	63
KCTD3	141
TGFB2-AS1	164
TGFB2	169
MIR548F3	77
C1ORF143	8
RAB3GAP2	52
SNORA36B	123
AURKAPS1	56
MARC2	158
MARC1	115
LINC01352	73
HLX-AS1	24
HLX	29
HHIPL2	49
TAF1A	93
TAF1A-AS1	93
MIA3	121
TLR5	58
SUSD4	98
CCDC185	69
CAPN8	22
CAPN2	3
TP53BP2	49
FBXO28	29
DEGS1	6
NVL	35
MIR320B2	45
CNIH4	17
WDR26	72
CNIH3	66
DNAH14	41
PSEN2	117
PRSS38	168
WNT9A	28
WNT3A	28
ARF1	110
C1ORF35	127
MRPL55	139
GUK1	167
GJC2	177
IBA57-AS1	188
IBA57	187
TRIM11	81
TRIM17	71
HIST3H3	62
HIST3H2A	30
HIST3H2BB	34
RNF187	4
BTNL10	25
RHOU	106
DUSP5P1	108
LINC00582	130
DISC1	117
DISC1-IT1	187
SIPA1L2	6
COA6	166
TARBP1	63
LINC01354	10
IRF2BP2	10
LINC00184	11
LINC01132	66
PLD5	169
LINC01347	37
CEP170	190
SDCCAG8	185
ZNF695	166
ZNF670	93
ZNF669	66
C1ORF229	64
ZNF124	5
VN1R5	85
ZNF496	167
OR2AK2	199
OR2L1P	176
OR2L5	144
OR2L2	126
OR2L3	108
OR2M1P	46
OR2M5	19
OR2M2	21
OR2M3	15
OR2M4	26
OR2T33	5
OR2T12	30
OR2M7	57
OR14C36	82
OR2T4	77
OR2T6	45
OR2T1	30
OR2T7	5
OR2T2	14
OR2T3	4
OR2T5	16
OR2G6	17
OR2T29	12
OR2T34	30
OR2T10	45
OR2T11	17
OR2T35	3
OR2T27	4
OR14I1	23
LYPD8	83
SH3BP5L	61
ZNF672	72
ZNF692	95
PGBD2	140
TUBB8	23
ZMYND11	149
LINC00707	60
OPTN	149
MCM10	82
UCMA	7
PHYH	60
SEPHS1	110
ITGA8	183
CUBN	49
TRDMT1	16
VIM-AS1	39
VIM	36
ST8SIA6	58
ST8SIA6-AS1	19
HACD1	11
STAM-AS1	35
STAM	34
TMEM236	61
MRC1	6
MIR511	22
SLC39A12	20
SLC39A12-AS1	6
CACNB2	5
NSUN6	18
ARL5B	26
MALRD1	111
PLXDC2	160
NEBL	48
DNAJC1	104
PIP4K2A	94
ARMC3	120
MSRB2	141
PTF1A	50
C10ORF67	111
MIR603	22
CUL2	57
CREM	94
ANKRD30A	61
LINC00993	124
MTRNR2L7	92
ZNF33BP1	13
ZNF248	43
ZNF25	19
ZNF33A	19
ZNF37A	98
SEPT7P9	21
ACTR3BP5	77
CCNYL2	40
LINC00839	41
ZNF37BP	19
ZNF33B	70
LINC01518	123
BMS1	90
LINC01264	8
RET	24
CSGALNACT2	63
RASGEF1A	7
FXYD4	68
HNRNPF	31
ZNF487	7
ZNF239	142
ZNF485	171
ZNF32-AS3	190
HNRNPA3P1	122
LINC00619	67
LINC00840	55
LINC00841	3
CXCL12	195
TMEM72-AS1	13
TMEM72	31
RIN2	15
C10ORF25	58
ZNF22	52
RSU1P2	6
ANKRD30BP3	8
OR13A1	6
ALOX5	27
MARCH8	25
ZFAND4	7
FAM25E	15
AGAP4	31
FRMPD2B	24
BMS1P1	68
FAM35BP	10
SYT15	3
GPRIN2	14
NPY4R	4
HNRNPA1P33	15
ANXA8	22
FAM25C	31
FAM25G	29
BMS1P2	16
FAM35DP	12
ANTXRLP1	5
ANTXRL	2
FAM25BP	10
ANXA8L1	0
CTSLP2	45
AGAP9	101
ZNF488	0
RBP3	9
GDF2	2
GDF10	11
PTPN20	106
FRMPD2	11
MAPK8	1
ARHGAP22-IT1	4
ARHGAP22	85
WDFY4	56
LRRC18	14
VSTM4	12
FAM170B-AS1	8
FAM170B	14
C10ORF128	62
C10ORF71-AS1	176
C10ORF71	171
DRGX	179
PGBD3	53
ERCC6	42
SLC18A3	9
CHAT	3
C10ORF53	14
OGDHL	37
PARG	84
PARGP1	86
TIMM23	90
AGAP7P	9
MSMB	9
NCOA4	12
TIMM23	55
AGAP6	6
FAM21EP	5
ASAH2	11
SGMS1	24
SGMS1-AS1	27
ASAH2B	20
A1CF	127
PRKG1	52
CSTF2T	28
PRKG1-AS1	33
DKK1	33
LINC01468	38
MBL2	46
PCDH15	119
MIR548F1	9
MTRNR2L5	124
ZWINT	197
PHYHIPL	111
FAM13C	78
C10ORF105	23
PSAP	139
MICU1	192
MCU	26
OIT3	179
VDAC2	180
COMTD1	148
ZNF503	17
ZNF503-AS1	95
ZNF503-AS2	17
MIR606	166
KCNMA1	98
KCNMA1-AS3	19
DLG5	196
DLG5-AS1	190
LINC00856	71
LINC00595	52
PPIF	172
ZCCHC24	70
EIF5AL1	7
BEND3P3	29
NUTM2B-AS1	11
NUTM2B	7
NUTM2E	11
MBL1P	6
SFTPD	30
TMEM254-AS1	54
TMEM254	55
PLAC9	17
ANXA11	20
LINC00857	22
MAT1A	57
DYDC1	126
DYDC2	114
FAM213A	177
SH2D4B	198
NRG3	103
LINC01519	64
GRID1	31
MIR346	131
WAPAL	131
MMRN2	30
SNCG	33
ADIRF	21
AGAP11	17
FAM25A	28
FAM35A	51
NUTM2A	2
NUTM2A-AS1	15
LINC00863	17
NUTM2D	7
LINC00864	17
MINPP1	1
PAPSS2	47
ATAD1	106
CFL1P1	109
KLLN	60
PTEN	62
RNLS	195
LIPJ	192
ACTA2-AS1	185
ACTA2	126
FASN	128
CH25H	97
SCGB1D1	143
IFIT2	191
NKX6-2	29
CFAP46	184
LINC01166	188
LINC01167	204
LINC01168	200
ADGRA1-AS1	75
ADGRA1	74
KNDC1	6
UTF1	11
VENTX	15
MIR202HG	33
MIR202	33
ADAM8	60
TUBGCP2	90
ZNF511	88
CALY	87
PRAP1	79
FUOM	62
ECHS1	51
PAOX	49
MTG1	30
SPRN	10
CYP2E1	44
SYCE1	86
FRG2B	29
LINC01001	7
SCGB1C2	11
SCGB1C1	11
ODF3	9
BET1L	7
RIC8A	5
SIRT3	34
PSMD13	34
NLRP6	78
IFITM5	54
IFITM2	47
IFITM1	48
IFITM3	35
B4GALNT4	9
PKP3	17
ANO9	42
PTDSS2	50
RNH1	13
HRAS	21
LRRC56	23
LMNTD2	50
RASSF7	47
MIR210HG	54
MIR210	60
PHRF1	64
IRF7	105
CDHR5	100
SCT	100
DRD4	90
DEAF1	32
TMEM80	30
TALDO1	27
CEND1	43
SLC25A22	42
PANO1	38
PIDD1	32
RPLP2	26
SNORA52	26
PNPLA2	23
CD151	5
POLR2L	8
TSPAN4	14
CHID1	46
AP2A2	54
MUC6	4
MUC2	42
MUC5AC	108
TOLLIP	78
TOLLIP-AS1	78
BRSK2	30
MOB2	78
DUSP8	84
KRTAP5-AS1	86
KRTAP5-1	69
KRTAP5-8	54
KRTAP5-7	50
KRTAP5-4	32
KRTAP5-5	24
FAM99A	2
FAM99B	13
KRTAP5-11	4
IFITM10	59
CTSD	54
SYT8	25
TNNI2	28
LSP1	44
LINC01150	87
TNNT3	104
MRPL23	93
MRPL23-AS1	48
LINC01219	43
H19	35
MIR675	41
IGF2	27
INS-IGF2	3
MIR483	34
IGF2-AS	30
INS	5
TH	6
ASCL2	14
C11ORF21	4
TSPAN32	4
CD81-AS1	26
CD81	30
TSSC4	6
TRPM5	2
KCNQ1	20
KCNQ1OT1	9
KCNQ1-AS1	10
KCNQ1DN	16
CDKN1C	4
SLC22A18AS	21
SLC22A18	16
PHLDA2	47
NAP1L4	6
SNORA54	8
CARS	8
CARS-AS1	18
OSBPL5	2
MRGPRG	39
MRGPRG-AS1	40
MRGPRE	20
ZNF195	49
TSSC2	45
OR7E12P	32
TRPC2	15
ART5	6
ART1	6
CHRNA10	32
NUP98	6
PGAP2	9
RHOG	44
STIM1	50
RRM1	156
OR52B4	54
OR52K2	30
OR52K1	64
OR52M1	85
C11ORF40	44
OR52I2	43
OR51D1	14
OR51E1	25
OR51E2	81
OR51F1	147
OR52R1	120
OR51F2	107
OR51S1	73
OR51H1	66
OR51T1	42
OR51A7	17
OR51G2	7
OR51G1	5
OR51A4	30
OR51A2	32
MMP26	63
OR51L1	80
OR52J3	127
OR52E2	140
OR52E1	144
OR51B5	77
OR51M1	197
OR51J1	186
OR51Q1	164
OR51I1	141
OR51I2	131
OR52D1	98
UBQLN3	78
UBQLNL	72
OR52H1	37
OR52B6	5
TRIM6	17
TRIM6-TRIM34	17
TRIM5	14
TRIM22	16
OR56B1	65
OR52N4	85
OR52N5	107
OR52N1	120
OR52N2	145
OR52E8	188
OR52E4	186
OR56A3	117
OR52L1	77
OR56A4	61
OR56A1	35
OR56B4	48
OR52W1	140
C11ORF42	144
FAM160A2	177
CCKBR	196
SMPD1	134
HPX	85
TRIM3	50
ARFIP2	43
TIMM10B	49
DNHD1	31
RRP8	82
ILK	80
TAF10	93
TPP1	102
DCHS1	135
GVINP1	203
TMEM41B	183
IPO7	111
SNORA23	69
ZNF143	37
WEE1	85
SWAP70	171
SBF2-AS1	190
DKK3	37
MICAL2	66
MICALCL	6
PARVA	99
PRDM11	4
SYT13	189
ARHGAP1	187
ZNF408	187
F2	171
CKAP5	38
SNORD67	125
LRP4-AS1	42
CORIN	26
C11ORF49	46
ARFGAP2	16
ACP2	86
NR1H3	87
ETFA	109
OR4C5	155
OR4A47	37
TRIM49B	137
TRIM64C	166
OR4C13	151
OR4C12	182
OR4A5	177
OR4C46	70
OR4C15	140
OR4C16	116
OR4C11	82
OR4P4	54
OR4S2	39
OR4C6	29
OR5D13	88
OR5D14	107
OR5L1	126
OR5D18	135
OR5L2	144
OR5D16	154
TRIM51	200
OR5B3	185
OR5B2	169
OR5B12	148
OR5B21	82
LPXN	14
ZFP91	9
ZFP91-CNTF	11
CNTF	38
MS4A13	165
LINC00301	64
MS4A8	21
CCDC86	138
ZP1	114
PRPF19	69
TMEM132A	54
SLC15A3	28
CD6	8
CD5	117
PGA3	31
PGA5	18
VWCE	70
DDB1	99
TMEM138	70
TMEM216	40
CPSF7	9
SDHAF2	1
PPP1R32	58
LRRC10B	80
SYT7	156
RPLP0P2	188
MYRF	137
TMEM258	93
MIR611	97
FEN1	97
FADS1	69
MIR1908	75
FADS2	76
FADS3	4
RAB3IL1	27
BEST1	55
FTH1	71
INCENP	17
SCGB2A1	100
SCGB1D2	137
SCGB2A2	163
SCGB1D4	196
EML3	199
B3GAT3	190
GANAB	159
INTS5	157
C11ORF98	143
LBHD1	136
SNORA57	149
UQCC3	136
UBXN1	129
BSCL2	102
HNRNPUL2-BSCL2	79
HNRNPUL2	81
TTC9C	82
POLR2G	48
TAF6L	41
TMEM179B	25
NXF1	3
STX5	27
SNHG1	55
SNORD22	46
SNORD30	47
SNORD28	48
SNORD27	50
SNORD26	52
SNORD25	55
SLC3A2	53
SLC22A6	182
MACROD1	162
STIP1	142
FERMT3	125
TRPT1	102
NUDT22	102
DNAJC4	102
PPP1R14B	85
PLCB3	81
BAD	43
GPR137	46
KCNK4	38
ESRRA	27
TRMT112	10
PRDX5	16
CCDC88B	11
RPS6KA4	30
MIR1237	42
SPDYC	190
CAPN1	176
POLA2	100
DPF2	24
SLC25A45	20
FRMD8	18
NEAT1	56
MIR612	78
MALAT1	24
CCL13	7
LTBP3	37
SSSCA1-AS1	43
EHBP1L1	51
KCNK7	73
MAP3K11	91
SIPA1	115
RELA	142
KAT5	185
MRPL21	194
IGHMBP2	194
MRGPRD	115
MRGPRF	89
MRGPRF-AS1	90
TPCN2	51
CCND1	4
ORAOV1	36
FGF19	67
FGF4	140
FGF3	180
KRTAP5-7	100
KRTAP5-10	81
FAM86C1	33
ALG1L9P	0
ZNF705E	8
DEFB108B	18
RNF121	119
IL18BP	190
FAM181B	199
DDIAS	33
RAB30	142
SNORA70E	110
RAB30-AS1	139
PCF11	141
ANKRD42	107
CCDC90B	10
FOXM1	85
TMEM126A	106
CREBZF	122
CCDC89	143
SYTL2	94
CCDC83	6
PICALM	45
EED	129
C11ORF73	189
CCDC81	142
ME3	33
PRSS23	85
OR7E2P	19
TMEM135	103
RAB38	166
CTSC	93
GRM5-AS1	77
GRM5	43
TYR	108
NOX4	2
FOLH1B	62
TRIM77	22
TRIM49	2
TRIM53AP	33
TRIM51EP	44
TRIM64B	67
TRIM49D2	52
TRIM49D1	57
TRIM64	4
TRIM49C	5
UBTFL1	3
NAALAD2	7
CHORDC1	74
DISC1FP1	95
MIR1261	17
FAT3	6
MTNR1B	10
SLC36A4	144
SMCO4	109
CEP295	12
SCARNA9	70
SNORA25	83
SNORA32	84
SNORD6	86
SNORA1	87
SNORA8	87
SNORD5	86
SNORA18	84
MIR1304	88
SNORA40	90
TAF1D	94
C11ORF54	92
MED17	135
VSTM5	199
HEPHL1	117
PANX1	9
IZUMO1R	38
GPR83	115
MRE11A	22
MIR548L	50
C11ORF97	4
FUT4	35
SESN3	152
FAM76B	23
CEP57	28
MTMR2	115
DSCAML1	40
FXYD6-FXYD2	47
FXYD6	43
TMPRSS13	102
IL10RA	68
TMPRSS4	27
SCN4B	103
SCN2B	125
MPZL3	201
FAM138D	10
IQSEC3	102
SLC6A13	167
KDM5A	39
CCDC77	27
B4GALNT3	39
NINJ2	80
WNK1	53
RAD52	146
ERC1	184
CACNA2D4	40
LINC00940	18
DCP1B	53
CACNA1C-IT2	95
